param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.113,0.,0.113,0.113,0.,0.112,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.004,0.103,0.,0.103,0.103,0.,0.103
11,0.152,0.,0.152,0.156,0.,0.156,0.005,0.,0.005,0.004,0.,0.004,0.006,0.,0.006,0.007,0.,0.007,0.139,0.,0.139,0.144,0.,0.144
12,0.265,0.003,0.262,0.165,0.,0.165,0.006,0.,0.006,0.006,0.,0.006,0.104,0.,0.104,0.007,0.,0.007,0.154,0.002,0.151,0.15,0.,0.15
13,0.216,0.,0.216,0.328,0.,0.328,0.006,0.,0.006,0.006,0.,0.006,0.008,0.,0.008,0.034,0.,0.034,0.201,0.,0.201,0.286,0.,0.286
14,0.231,0.,0.231,0.234,0.,0.234,0.007,0.,0.007,0.007,0.,0.007,0.01,0.,0.01,0.009,0.,0.009,0.212,0.,0.212,0.216,0.,0.216
15,0.294,0.,0.294,0.286,0.,0.286,0.024,0.,0.024,0.008,0.,0.008,0.009,0.,0.009,0.012,0.,0.012,0.259,0.,0.259,0.265,0.,0.265
16,0.436,0.,0.436,0.459,0.,0.459,0.01,0.,0.01,0.01,0.,0.01,0.012,0.,0.012,0.031,0.,0.031,0.414,0.,0.413,0.417,0.,0.417
17,0.376,0.,0.376,0.376,0.,0.376,0.009,0.,0.009,0.009,0.,0.009,0.012,0.,0.012,0.023,0.,0.023,0.354,0.,0.354,0.342,0.,0.342
18,0.575,0.,0.575,0.53,0.,0.53,0.012,0.,0.012,0.012,0.,0.012,0.013,0.,0.013,0.013,0.,0.013,0.548,0.,0.548,0.503,0.,0.503
19,0.502,0.,0.502,0.549,0.004,0.544,0.012,0.,0.012,0.011,0.,0.011,0.014,0.,0.014,0.018,0.,0.018,0.474,0.,0.474,0.519,0.004,0.514
20,0.729,0.,0.729,0.693,0.,0.692,0.114,0.,0.114,0.11,0.,0.11,0.017,0.,0.017,0.016,0.,0.016,0.596,0.,0.596,0.566,0.,0.565
21,0.639,0.,0.639,0.654,0.,0.654,0.015,0.,0.015,0.014,0.,0.014,0.017,0.,0.017,0.018,0.,0.018,0.606,0.,0.606,0.621,0.,0.621
22,0.72,0.,0.72,0.717,0.,0.717,0.015,0.,0.015,0.014,0.,0.014,0.018,0.,0.018,0.02,0.,0.02,0.686,0.,0.686,0.682,0.,0.681
23,0.833,0.,0.833,0.827,0.,0.827,0.017,0.,0.017,0.016,0.,0.016,0.021,0.,0.021,0.022,0.,0.022,0.793,0.,0.793,0.787,0.,0.787
24,0.947,0.,0.947,0.944,0.,0.944,0.018,0.,0.018,0.018,0.,0.018,0.023,0.,0.023,0.025,0.,0.025,0.905,0.,0.904,0.9,0.,0.9
25,1.02,0.,1.02,1.05,0.,1.05,0.017,0.,0.017,0.019,0.,0.019,0.024,0.,0.024,0.024,0.,0.024,0.978,0.,0.977,1.005,0.,1.005
30,2.168,0.,2.168,2.137,0.,2.137,0.026,0.,0.026,0.025,0.,0.025,0.039,0.,0.039,0.041,0.,0.041,2.102,0.,2.101,2.07,0.,2.07
35,2.912,0.,2.911,2.906,0.,2.906,0.032,0.,0.032,0.032,0.,0.032,0.048,0.,0.048,0.057,0.,0.057,2.83,0.,2.83,2.815,0.,2.815
40,4.699,0.,4.698,4.671,0.007,4.663,0.041,0.,0.041,0.041,0.,0.041,0.073,0.,0.073,0.07,0.,0.07,4.584,0.,4.583,4.559,0.007,4.551
45,6.683,0.003,6.679,6.781,0.003,6.776,0.05,0.,0.05,0.052,0.,0.052,0.094,0.,0.094,0.102,0.,0.102,6.538,0.003,6.533,6.625,0.003,6.62
50,10.192,0.,10.191,10.038,0.003,10.033,0.069,0.,0.069,0.061,0.,0.061,0.133,0.,0.133,0.138,0.,0.138,9.988,0.,9.987,9.837,0.003,9.832
