param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
1593,,,,,,,,,,0.08148,0.00012,0.00649,0.00131,0.089,0.,0.007,0.07986,0.00015,0.00648,0.00132,0.087,0.,0.007,,,,,,
1609,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.,0.034
1621,,,,,,,1.391,0.004,1.386,,,,,,,,,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.,0.035
1687,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.,0.037
1706,,,,,,,,,,0.07971,0.00015,0.00738,0.00141,0.088,0.,0.009,0.07991,0.00015,0.00807,0.00220,0.09,0.,0.01,,,,,,
1709,,,,0.619,0.001,0.618,,,,,,,,,,,,,,,,,,,,,,,
1711,,,,,,,1.526,0.005,1.52,,,,,,,,,,,,,,,,,,,,
1726,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.,0.039
1765,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.,0.045
1801,,,,,,,1.683,0.007,1.675,,,,,,,,,,,,,,,,,,,,
1805,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.,0.042
1820,,,,,,,,,,0.08074,0.00012,0.00824,0.00148,0.09,0.001,0.009,0.08016,0.00015,0.01047,0.00150,0.092,0.,0.011,,,,,,
1826,,,,0.691,0.,0.691,,,,,,,,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.,0.043
1851,,,,0.713,0.,0.713,,,,,,,,,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,0.,0.046
1922,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.,0.048
1933,,,,,,,,,,0.08073,0.00012,0.00911,0.00152,0.091,0.,0.011,0.08044,0.00015,0.00912,0.00164,0.091,0.,0.01,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,0.,0.049
1993,,,,0.823,0.,0.822,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.,0.051
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.,0.056
2040,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.,0.06
2047,,,,,,,,,,0.08122,0.00013,0.01628,0.00165,0.099,0.,0.017,0.08058,0.00015,0.01031,0.00163,0.092,0.001,0.012,,,,,,
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.,0.055
2118,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.,0.059
2136,,,,0.947,0.,0.947,,,,,,,,,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.,0.06
2161,,,,,,,2.426,0.,2.425,0.08068,0.00012,0.01126,0.00176,0.093,0.,0.013,0.08096,0.00016,0.01324,0.00175,0.096,0.,0.016,,,,,,
2197,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.,0.062
2236,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.,0.064
2274,,,,,,,,,,0.08143,0.00012,0.01237,0.00179,0.095,0.001,0.014,0.08125,0.00015,0.01245,0.00182,0.095,0.001,0.014,,,,,,
2275,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,0.,0.065
2278,,,,1.071,0.,1.071,,,,,,,,,,,,,,,,,,,,,,,
2282,,,,1.056,0.,1.055,,,,,,,,,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,0.,0.068
2353,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139,0.,0.139
2388,,,,,,,,,,0.08063,0.00012,0.02361,0.00196,0.106,0.,0.026,0.08165,0.00014,0.01374,0.00194,0.097,0.,0.016,,,,,,
2392,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.,0.072
2420,,,,1.2,0.002,1.197,,,,,,,,,,,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.,0.074
2471,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.,0.077
2502,,,,,,,,,,0.08087,0.00015,0.01448,0.00200,0.097,0.,0.017,0.08168,0.00015,0.01493,0.00204,0.098,0.,0.018,,,,,,
2510,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.,0.118
2521,,,,,,,3.222,0.003,3.218,,,,,,,,,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.,0.08
2562,,,,1.344,0.002,1.342,,,,,,,,,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,0.,0.083
2615,,,,,,,,,,0.08008,0.00013,0.01742,0.00208,0.099,0.,0.02,0.08036,0.00015,0.01571,0.00212,0.098,0.,0.018,,,,,,
2628,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,0.,0.085
2667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.,0.11
2705,,,,1.488,0.,1.488,,,,,,,,,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,0.,0.092
2729,,,,,,,,,,0.08036,0.00014,0.09704,0.00221,0.179,0.,0.099,0.08057,0.00017,0.01749,0.00219,0.1,0.,0.02,,,,,,
2745,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,0.,0.091
2784,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,0.,0.094
2824,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,0.,0.095
2842,,,,,,,,,,0.08071,0.00013,0.02039,0.00231,0.103,0.,0.022,0.08032,0.00014,0.01884,0.00238,0.101,0.001,0.021,,,,,,
2847,,,,1.626,0.,1.626,,,,,,,,,,,,,,,,,,,,,,,
2863,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.,0.1
2881,,,,,,,4.236,0.008,4.228,,,,,,,,,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,0.,0.103
2941,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112,0.,0.112
2956,,,,,,,,,,0.08066,0.00012,0.06097,0.00237,0.144,0.001,0.063,0.08134,0.00014,0.02051,0.00236,0.104,0.,0.022,,,,,,
2980,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,0.,0.108
3019,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,0.,0.111
3059,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.,0.12
3070,,,,,,,,,,0.08039,0.00012,0.02198,0.00244,0.105,0.,0.025,0.08074,0.00014,0.03225,0.00244,0.115,0.,0.034,,,,,,
3098,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,0.,0.116
3137,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.,0.118
3183,,,,,,,,,,0.08118,0.00013,0.02344,0.00253,0.107,0.,0.025,0.08103,0.00015,0.02593,0.00251,0.109,0.001,0.028,,,,,,
3241,,,,,,,5.413,0.006,5.405,,,,,,,,,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,0.,0.128
3297,,,,,,,,,,0.08077,0.00013,0.02522,0.00260,0.108,0.,0.028,0.08082,0.00015,0.02665,0.00255,0.11,0.001,0.029,,,,,,
3398,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,0.,0.203
3410,,,,,,,,,,0.08062,0.00015,0.02683,0.00266,0.11,0.,0.03,0.08134,0.00015,0.03435,0.00270,0.118,0.,0.038,,,,,,
3416,,,,2.298,0.,2.297,,,,,,,,,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.08102,0.00013,0.03334,0.00281,0.117,0.,0.037,0.08156,0.00016,0.04047,0.00274,0.125,0.,0.044,,,,,,
3529,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,0.,0.148
3601,,,,,,,6.582,0.03,6.551,,,,,,,,,,,,,,,,,,,,
3638,,,,,,,,,,0.08088,0.00012,0.03077,0.00293,0.114,0.,0.034,0.08034,0.00015,0.03217,0.00288,0.115,0.,0.036,,,,,,
3660,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,0.,0.165
3674,,,,,,,,,,0.07949,0.00015,0.04490,0.00290,0.23,0.024,0.126,0.07905,0.00015,0.04024,0.00293,0.122,0.001,0.043,,,,,,
3751,,,,,,,,,,0.08195,0.00013,0.03245,0.08072,0.195,0.,0.114,0.08170,0.00017,0.03091,0.00297,0.115,0.,0.034,,,,,,
3790,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,0.,0.218
3865,,,,,,,,,,0.08116,0.00012,0.04179,0.00305,0.126,0.,0.045,0.08139,0.00015,0.07475,0.00301,0.159,0.,0.078,,,,,,
3921,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189,0.,0.189
3979,,,,,,,,,,0.08165,0.00012,0.04365,0.00311,0.128,0.,0.047,0.08125,0.00014,0.04935,0.00314,0.134,0.,0.052,,,,,,
3985,,,,3.098,0.,3.098,,,,,,,,,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207,0.,0.207
4052,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.,0.219
4092,,,,,,,,,,0.08211,0.00012,0.03758,0.00323,0.123,0.,0.042,0.08125,0.00015,0.04075,0.00323,0.125,0.,0.045,,,,,,
4182,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,0.,0.204
4206,,,,,,,,,,0.08123,0.00013,0.04441,0.00328,0.129,0.,0.047,0.08067,0.00015,0.04342,0.00326,0.127,0.,0.047,,,,,,
4313,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221,0.,0.221
4319,,,,,,,,,,0.08152,0.00013,0.04312,0.00335,0.128,0.001,0.046,0.08062,0.00015,0.04694,0.00332,0.131,0.001,0.05,,,,,,
4433,,,,,,,,,,0.08242,0.00013,0.04550,0.00341,0.131,0.,0.048,0.08063,0.00015,0.04354,0.00347,0.127,0.,0.048,,,,,,
4444,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,0.,0.231
4547,,,,,,,,,,0.08150,0.00013,0.04645,0.00348,0.131,0.001,0.048,0.08157,0.00016,0.04675,0.00354,0.132,0.,0.051,,,,,,
4555,,,,4.127,0.,4.126,,,,,,,,,,,,,,,,,,,,,,,
4574,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247,0.,0.247
4660,,,,,,,,,,0.08124,0.00013,0.04971,0.00365,0.134,0.,0.054,0.08093,0.00014,0.04988,0.00366,0.134,0.,0.054,,,,,,
4705,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,0.,0.263
4774,,,,,,,,,,0.08134,0.00014,0.05292,0.00368,0.138,0.,0.056,0.08222,0.00015,0.05213,0.00379,0.138,0.,0.056,,,,,,
4836,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271,0.,0.271
4887,,,,,,,,,,0.08153,0.00013,0.05496,0.00371,0.14,0.,0.059,0.08138,0.00014,0.05332,0.00374,0.138,0.,0.058,,,,,,
4966,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282,0.,0.282
5001,,,,,,,,,,0.08420,0.00013,0.05855,0.00390,0.146,0.,0.063,0.08245,0.00014,0.05772,0.00387,0.144,0.,0.062,,,,,,
5097,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298,0.,0.298
5115,,,,,,,,,,0.08284,0.00013,0.06044,0.00395,0.147,0.,0.064,0.08324,0.00015,0.05953,0.00462,0.147,0.001,0.064,,,,,,
5124,,,,5.178,0.003,5.174,,,,,,,,,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.08258,0.00015,0.06226,0.00402,0.149,0.,0.067,0.08112,0.00015,0.06427,0.00402,0.149,0.,0.068,,,,0.313,0.,0.313
5342,,,,,,,,,,0.08258,0.00015,0.06380,0.00412,0.15,0.,0.068,0.08240,0.00015,0.06314,0.00644,0.152,0.,0.07,,,,,,
5358,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327,0.,0.327
5456,,,,,,,,,,0.08231,0.00013,0.06802,0.00426,0.154,0.001,0.072,0.08268,0.00017,0.07193,0.00418,0.159,0.,0.077,,,,,,
5489,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.,0.348
5569,,,,,,,,,,0.08387,0.00013,0.07020,0.00438,0.158,0.002,0.073,0.08281,0.00017,0.06946,0.00431,0.156,0.,0.073,,,,,,
5620,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361,0.,0.361
5683,,,,,,,,,,0.08283,0.00013,0.07273,0.00443,0.16,0.002,0.075,0.08223,0.00015,0.07693,0.00443,0.163,0.,0.082,,,,,,
5693,,,,6.352,0.002,6.349,,,,,,,,,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378,0.,0.378
5796,,,,,,,,,,0.08195,0.00013,0.07661,0.00457,0.163,0.001,0.081,0.08197,0.00015,0.07490,0.00460,0.161,0.,0.079,,,,,,
5881,,,,,,,,,,,,,,,,,,,,,,,,,,,0.408,0.,0.408
5910,,,,,,,,,,0.08176,0.00013,0.08323,0.00481,0.171,0.002,0.088,0.08218,0.00017,0.08559,0.00473,0.172,0.,0.091,,,,,,
6012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.437,0.001,0.435
6034,,,,,,,,,,,,,,,,,,,,,,,,,,,0.427,0.,0.426
6142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,0.,0.428
6221,,,,,,,,,,0.08438,0.00013,0.08908,0.00488,0.178,0.,0.094,0.08457,0.00014,0.08887,0.00487,0.178,0.,0.094,,,,,,
6273,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446,0.,0.446
6532,,,,,,,,,,0.08276,0.00013,0.09690,0.00514,0.185,0.001,0.101,0.08287,0.00015,0.09860,0.00859,0.19,0.,0.108,,,,,,
6843,,,,,,,,,,0.08360,0.00013,0.10367,0.00548,0.193,0.,0.11,0.08343,0.00016,0.10484,0.00547,0.194,0.,0.111,,,,,,
6900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.,0.58
7154,,,,,,,,,,0.08359,0.00013,0.11531,0.00574,0.204,0.,0.122,0.08465,0.00015,0.11900,0.00582,0.209,0.,0.125,,,,,,
7346,,,,,,,,,,0.07879,0.00012,0.12274,0.00563,0.207,0.,0.129,0.08000,0.00015,0.12677,0.00576,0.212,0.001,0.131,,,,,,
7465,,,,,,,,,,0.08381,0.00013,0.12677,0.00599,0.216,0.001,0.132,0.08464,0.00015,0.12796,0.00591,0.218,0.,0.133,,,,,,
7527,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634,0.,0.634
7776,,,,,,,,,,0.08223,0.00016,0.13323,0.00614,0.221,0.,0.14,0.08388,0.00017,0.14079,0.00614,0.231,0.,0.147,,,,,,
8045,,,,,,,,,,,,,,,,,,,,,,,,,,,0.749,0.,0.749
8087,,,,,,,,,,0.08450,0.00013,0.14586,0.00644,0.237,0.001,0.151,0.08354,0.00015,0.14838,0.00640,0.238,0.001,0.153,,,,,,
8154,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784,0.,0.784
8398,,,,,,,,,,0.08215,0.00015,0.15825,0.00731,0.248,0.,0.166,0.08300,0.00017,0.15977,0.00668,0.249,0.,0.167,,,,,,
8709,,,,,,,,,,0.08244,0.00013,0.16941,0.00691,0.259,0.,0.177,0.08360,0.00017,0.16928,0.00659,0.259,0.,0.175,,,,,,
8781,,,,,,,,,,,,,,,,,,,,,,,,,,,0.856,0.,0.856
9019,,,,,,,,,,0.08440,0.00013,0.17978,0.00792,0.272,0.,0.188,0.08345,0.00016,0.19128,0.00715,0.282,0.,0.198,,,,,,
9330,,,,,,,,,,0.08365,0.00013,0.19057,0.00870,0.283,0.,0.2,0.08309,0.00015,0.19860,0.00783,0.289,0.002,0.204,,,,,,
9409,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.,1.059
9641,,,,,,,,,,0.08301,0.00013,0.21269,0.00780,0.303,0.,0.22,0.08345,0.00015,0.21095,0.00837,0.303,0.,0.22,,,,,,
9952,,,,,,,,,,0.08437,0.00012,0.21877,0.00846,0.311,0.,0.227,0.08179,0.00015,0.22008,0.00779,0.31,0.,0.228,,,,,,
10036,,,,,,,,,,,,,,,,,,,,,,,,,,,1.182,0.,1.182
10056,,,,,,,,,,,,,,,,,,,,,,,,,,,1.267,0.,1.267
10263,,,,,,,,,,0.08304,0.00013,0.23094,0.00846,0.322,0.001,0.238,0.08366,0.00015,0.23813,0.00808,0.33,0.001,0.246,,,,,,
10574,,,,,,,,,,0.08190,0.00013,0.24419,0.00838,0.334,0.,0.252,0.08345,0.00015,0.24237,0.00802,0.334,0.001,0.249,,,,,,
10663,,,,,,,,,,,,,,,,,,,,,,,,,,,1.327,0.,1.326
10885,,,,,,,,,,0.08244,0.00013,0.27918,0.00848,0.37,0.,0.288,0.08166,0.00017,0.26343,0.00876,0.354,0.,0.273,,,,,,
11017,,,,,,,,,,0.07939,0.00013,0.39188,0.00873,0.48,0.001,0.399,0.07929,0.00015,0.30952,0.00854,0.397,0.,0.318,,,,,,
11196,,,,,,,,,,0.08268,0.00013,0.27350,0.00862,0.365,0.,0.282,0.08149,0.00015,0.26345,0.00866,0.353,0.,0.272,,,,,,
11290,,,,,,,,,,,,,,,,,,,,,,,,,,,1.407,0.,1.407
11507,,,,,,,,,,0.08220,0.00012,0.28773,0.00895,0.379,0.001,0.296,0.08234,0.00015,0.28986,0.00854,0.381,0.001,0.297,,,,,,
11818,,,,,,,,,,0.08238,0.00013,0.31280,0.00917,0.404,0.,0.322,0.08508,0.00015,0.35541,0.00914,0.45,0.,0.365,,,,,,
11917,,,,,,,,,,,,,,,,,,,,,,,,,,,1.612,0.,1.612
12544,,,,,,,,,,,,,,,,,,,,,,,,,,,1.823,0.,1.823
13000,,,,,,,,,,0.08227,0.00013,0.48960,0.00981,0.582,0.001,0.498,0.08289,0.00015,0.40852,0.01077,0.502,0.001,0.419,,,,,,
14181,,,,,,,,,,0.08294,0.00013,0.48963,0.01102,0.583,0.,0.501,0.08250,0.00015,0.42132,0.01098,0.515,0.,0.433,,,,,,
14689,,,,,,,,,,0.07963,0.00013,0.85280,0.01148,0.944,0.,0.864,0.08125,0.00015,0.53980,0.01121,0.632,0.,0.552,,,,,,
15052,,,,,,,,,,,,,,,,,,,,,,,,,,,2.593,0.,2.593
15363,,,,,,,,,,0.08312,0.00012,0.50647,0.01210,0.602,0.002,0.516,0.08240,0.00015,0.51876,0.01202,0.613,0.,0.53,,,,,,
16544,,,,,,,,,,0.08310,0.00013,0.61356,0.01338,0.71,0.001,0.626,0.08201,0.00015,0.58747,0.01268,0.682,0.002,0.598,,,,,,
17561,,,,,,,,,,,,,,,,,,,,,,,,,,,3.423,0.,3.423
17726,,,,,,,,,,0.08158,0.00013,0.67557,0.01365,0.771,0.001,0.689,0.08236,0.00015,0.69403,0.01356,0.79,0.001,0.706,,,,,,
18361,,,,,,,,,,0.08039,0.00017,0.80853,0.01422,0.903,0.001,0.822,0.07989,0.00015,0.72936,0.01731,0.826,0.001,0.745,,,,,,
18908,,,,,,,,,,0.08302,0.00013,0.77370,0.01521,0.872,0.,0.789,0.08250,0.00017,0.76680,0.01461,0.864,0.,0.782,,,,,,
20069,,,,,,,,,,,,,,,,,,,,,,,,,,,4.438,0.,4.437
20089,,,,,,,,,,0.08527,0.00013,0.87029,0.01471,0.97,0.,0.886,0.08182,0.00015,0.89140,0.01534,0.988,0.,0.906,,,,,,
21271,,,,,,,,,,0.08244,0.00013,0.98400,0.01670,1.083,0.001,0.999,0.08280,0.00015,0.95300,0.01540,1.051,0.003,0.966,,,,,,
22452,,,,,,,,,,0.08296,0.00013,1.08235,0.01726,1.182,0.,1.099,0.08248,0.00015,1.08552,0.01696,1.185,0.002,1.101,,,,,,
22578,,,,,,,,,,,,,,,,,,,,,,,,,,,6.011,0.001,6.008
23634,,,,,,,,,,0.08294,0.00013,1.21666,0.01823,1.318,0.004,1.231,0.08367,0.00015,1.25005,0.01709,1.351,0.001,1.267,,,,,,
25086,,,,,,,,,,,,,,,,,,,,,,,,,,,7.471,0.,7.47
28361,,,,,,,,,,0.08251,0.00013,2.16660,0.02474,2.274,0.,2.192,0.08296,0.00015,2.08493,0.02129,2.189,0.,2.107,,,,,,
33087,,,,,,,,,,0.08465,0.00013,2.72163,0.02496,2.831,0.,2.746,0.08276,0.00018,2.37801,0.02475,2.485,0.,2.403,,,,,,
37814,,,,,,,,,,0.08345,0.00013,3.71140,0.02847,3.823,0.,3.74,0.08365,0.00015,3.62751,0.02791,3.739,0.,3.656,,,,,,
42540,,,,,,,,,,0.08243,0.00015,4.59062,0.04434,4.717,0.,4.635,0.08304,0.00016,4.23129,0.03088,4.345,0.,4.262,,,,,,
47267,,,,,,,,,,0.08235,0.00014,6.36673,0.03435,6.483,0.,6.401,0.08249,0.00015,5.73526,0.03984,5.857,0.001,5.774,,,,,,
