param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.,0.12
7,1,7,,,,,,,,,,,,,,,,,,,0.166,0.008,0.158,0.168,0.009,0.159,0.41,0.01,0.399
7,7,1,,,,,,,,,,,,,,,,,,,0.056,0.,0.056,0.06,0.,0.06,0.166,0.,0.166
8,1,8,,,,,,,,,,,,,,,,,,,0.198,0.,0.198,0.202,0.,0.201,0.553,0.,0.553
8,2,4,,,,,,,,,,,,,,,,,,,0.075,0.,0.075,0.076,0.,0.076,0.148,0.,0.148
8,4,2,,,,,,,,,,,,,,,,,,,0.051,0.,0.051,0.053,0.,0.053,0.156,0.,0.156
8,8,1,,,,,,,,,,,,,,,,,,,0.085,0.,0.085,0.093,0.,0.093,0.246,0.,0.246
9,1,9,,,,,,,,,,,,,,,,,,,0.311,0.,0.311,0.313,0.,0.313,0.812,0.,0.812
9,3,3,,,,,,,,,,,,,,,,,,,0.08,0.,0.08,0.08,0.,0.08,0.24,0.,0.24
9,9,1,,,,,,,,,,,,,,,,,,,0.124,0.,0.124,0.135,0.,0.135,0.344,0.,0.343
10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,1.167,0.,1.166
10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0.482,0.,0.478
11,1,11,,,,,,,,,,,,,,,,,,,0.736,0.,0.735,0.743,0.,0.743,,,
11,11,1,,,,,,,,,,,,,,,,,,,0.237,0.,0.237,0.263,0.,0.263,,,
12,1,12,0.005,0.,0.004,,,,,,,,,,,,,,,,1.108,0.001,1.106,1.123,0.,1.123,,,
12,3,4,0.002,0.,0.002,,,,,,,,,,,,,,,,0.204,0.,0.204,0.208,0.,0.208,0.243,0.,0.243
12,12,1,0.002,0.,0.001,,,,,,,,,,,,,,,,0.308,0.,0.308,0.351,0.,0.351,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,2.833,0.,2.832
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,1.095,0.,1.094
15,1,15,,,,,,,,,,,,,,,,,,,3.5,0.003,3.493,3.521,0.003,3.516,,,
15,15,1,,,,,,,,,,,,,,,,,,,0.622,0.001,0.621,0.721,0.001,0.72,,,
16,1,16,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,7.206,0.007,7.196
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,2.698,0.002,2.696
18,1,18,0.009,0.,0.009,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.003,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.003,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,0.563,0.,0.563
24,1,24,0.015,0.,0.014,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.006,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,0.003,0.,0.002,,,,,,,,,,,,
30,5,6,0.004,0.001,0.003,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
31,1,31,0.02,0.,0.019,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.046,0.004,0.041,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.023,0.,0.023,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
37,37,1,0.009,0.,0.009,,,,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.004,0.,0.004,,,,,,,0.,0.,0.,0.003,0.,0.003,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.028,0.,0.028,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,0.05,0.004,0.046,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
49,1,49,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.005,0.,0.005,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
61,1,61,0.05,0.,0.05,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.022,0.,0.022,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
67,1,67,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.031,0.,0.031,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
72,8,9,0.006,0.,0.006,,,,,,,0.,0.,0.,0.004,0.,0.004,0.,0.,0.,,,,,,,,,
74,1,74,0.073,0.,0.072,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,0.022,0.,0.022,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
80,1,80,0.085,0.,0.085,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.09,0.,0.09,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
90,9,10,0.008,0.,0.008,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
92,1,92,0.097,0.,0.097,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.045,0.,0.045,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.134,0.,0.134,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.067,0.,0.067,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,0.034,0.,0.034,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
104,1,104,0.141,0.,0.141,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.07,0.,0.07,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.146,0.,0.146,,,,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
110,10,11,0.01,0.,0.01,,,,,,,0.,0.,0.,0.007,0.,0.007,0.,0.,0.,,,,,,,,,
110,110,1,0.071,0.,0.071,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.16,0.,0.16,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.079,0.,0.078,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,0.021,0.,0.021,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
123,1,123,0.163,0.,0.163,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.081,0.,0.08,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.218,0.,0.218,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.115,0.,0.115,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,0.052,0.,0.052,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
132,11,12,0.012,0.,0.012,0.,0.,0.,0.,0.,0.,,,,0.008,0.,0.008,,,,,,,,,,,,
135,1,135,0.226,0.,0.226,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.116,0.,0.116,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,0.059,0.,0.058,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,0.03,0.,0.03,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.001,0.,0.001,,,,0.,0.,0.,,,,,,,,,
150,150,1,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
151,1,151,,,,,,,,,,,,,0.064,0.,0.064,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,0.035,0.,0.035,,,,,,,,,,,,
156,12,13,0.014,0.,0.014,,,,,,,0.,0.,0.,0.01,0.,0.01,0.,0.,0.,,,,,,,,,
157,1,157,0.258,0.,0.258,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.13,0.,0.13,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,0.072,0.,0.072,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,0.036,0.,0.036,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,0.08,0.,0.08,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
180,1,180,0.325,0.,0.325,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.164,0.,0.163,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,0.086,0.,0.086,,,,,,,,,,,,
182,13,14,0.016,0.,0.016,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.011,0.,0.011,0.,0.,0.,,,,,,,,,
182,182,1,,,,,,,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
185,185,1,,,,,,,,,,0.,0.,0.,,,,0.001,0.001,0.,,,,,,,,,
193,1,193,,,,,,,,,,,,,0.1,0.,0.1,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,0.056,0.,0.056,,,,,,,,,,,,
202,1,202,0.488,0.,0.488,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.26,0.,0.26,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,0.108,0.,0.108,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,0.058,0.,0.058,,,,,,,,,,,,
210,1,210,0.553,0.012,0.539,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.019,0.,0.019,,,,,,,0.04,0.001,0.038,0.013,0.,0.013,0.,0.,0.,,,,,,,,,
210,210,1,0.272,0.,0.272,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,0.114,0.,0.114,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,0.061,0.,0.061,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.001,0.001,0.,,,,0.,0.,0.,,,,,,,,,
221,221,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
224,1,224,0.561,0.,0.561,,,,,,,,,,0.128,0.,0.128,,,,,,,,,,,,
224,224,1,0.292,0.,0.292,,,,,,,,,,0.066,0.,0.066,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,0.136,0.,0.136,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,0.069,0.,0.069,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
240,15,16,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,,,,0.015,0.,0.015,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,0.148,0.,0.148,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,0.07,0.,0.07,,,,,,,,,,,,
247,1,247,0.59,0.,0.59,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.306,0.,0.306,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,0.151,0.,0.151,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,0.077,0.,0.077,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
257,257,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.834,0.,0.834,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.461,0.,0.461,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.024,0.,0.024,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
291,1,291,,,,,,,,,,,,,0.199,0.,0.198,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,0.107,0.,0.107,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
293,293,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.001,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.023,0.,0.023,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,0.243,0.,0.243,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,0.133,0.,0.133,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
336,1,336,1.127,0.,1.127,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.603,0.,0.602,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.036,0.,0.036,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.023,0.,0.023,0.044,0.005,0.038,,,,,,,,,
355,1,355,,,,0.001,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.,0.,0.,0.001,0.,0.,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,0.289,0.,0.289,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,0.15,0.,0.15,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.001,0.,0.001,,,,0.002,0.,0.002,,,,,,,,,
365,365,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
380,19,20,,,,,,,,,,0.001,0.,0.001,0.025,0.,0.025,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,0.346,0.,0.346,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,0.205,0.,0.205,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
402,1,402,,,,,,,,,,,,,0.411,0.008,0.403,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,0.209,0.,0.209,,,,,,,,,,,,
404,1,404,1.814,0.,1.814,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,1.037,0.,1.037,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
414,1,414,1.865,0.,1.865,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,1.036,0.,1.035,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.03,0.,0.03,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,0.405,0.,0.404,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,0.221,0.,0.221,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
462,21,22,0.042,0.,0.041,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.032,0.,0.032,0.001,0.,0.001,,,,,,,,,
471,1,471,2.195,0.,2.195,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,1.202,0.001,1.2,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.,0.001,0.,0.001,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.001,0.001,0.,0.001,0.,0.001,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
473,1,473,,,,,,,,,,,,,0.469,0.001,0.468,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,0.241,0.,0.241,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.001,0.,0.001,0.038,0.,0.038,0.001,0.,0.001,,,,,,,,,
508,1,508,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
508,508,1,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,0.541,0.,0.541,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,0.265,0.,0.264,,,,,,,,,,,,
530,1,530,,,,0.041,0.001,0.039,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
538,1,538,3.239,0.,3.238,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,1.818,0.001,1.816,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
544,544,1,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
552,23,24,0.051,0.,0.051,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
580,1,580,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
580,580,1,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
588,1,588,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
609,1,609,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,,,,
609,609,1,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
616,616,1,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
636,1,636,,,,,,,,,,,,,0.847,0.,0.847,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,0.438,0.002,0.436,,,,,,,,,,,,
646,1,646,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.,0.,0.,0.001,0.,0.001,0.003,0.,0.003,0.049,0.,0.049,0.003,0.,0.003,,,,,,,,,
652,1,652,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
652,652,1,,,,,,,,,,0.004,0.,0.004,,,,0.002,0.,0.002,,,,,,,,,
688,1,688,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
688,688,1,,,,,,,,,,0.004,0.,0.004,,,,0.002,0.,0.002,,,,,,,,,
702,26,27,,,,0.,0.,0.,0.001,0.,0.001,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
704,1,704,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
724,724,1,,,,,,,,,,0.004,0.,0.004,,,,0.002,0.,0.002,,,,,,,,,
756,27,28,,,,0.,0.,0.,0.001,0.,0.001,0.003,0.,0.003,0.064,0.,0.064,0.002,0.,0.002,,,,,,,,,
760,1,760,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
760,760,1,,,,,,,,,,0.004,0.,0.004,,,,0.003,0.,0.003,,,,,,,,,
762,1,762,,,,0.001,0.,0.001,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,1.115,0.,1.115,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,0.548,0.,0.548,,,,,,,,,,,,
795,1,795,,,,,,,,,,0.004,0.,0.004,,,,0.002,0.,0.002,,,,,,,,,
795,795,1,,,,,,,,,,0.005,0.,0.005,,,,0.003,0.,0.003,,,,,,,,,
798,1,798,,,,,,,,,,,,,1.301,0.,1.301,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,0.827,0.,0.826,,,,,,,,,,,,
807,1,807,7.163,0.001,7.162,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,4.061,0.002,4.059,,,,,,,,,,,,,,,,,,,,,,,,
812,28,29,0.102,0.,0.102,0.001,0.,0.001,0.001,0.,0.001,0.009,0.,0.009,0.069,0.,0.069,0.002,0.,0.002,,,,,,,,,
821,1,821,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
821,821,1,,,,0.001,0.,0.,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
