param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
4555,,,,4.151,0.,4.15,,,,,,,,,,,,,,,
4574,,,,,,,,,,,,,,,,,,,0.316,0.,0.316
4660,,,,,,,,,,0.326,0.,0.326,0.334,0.,0.334,,,,,,
4705,,,,,,,,,,,,,,,,,,,0.338,0.001,0.335
4774,,,,,,,,,,0.341,0.,0.341,0.34,0.,0.34,,,,,,
4836,,,,,,,,,,,,,,,,,,,0.354,0.,0.354
4887,,,,,,,,,,0.352,0.,0.352,0.362,0.,0.361,,,,,,
4966,,,,,,,,,,,,,,,,,,,0.373,0.,0.373
5001,,,,,,,,,,0.375,0.,0.375,0.371,0.,0.371,,,,,,
5097,,,,,,,,,,,,,,,,,,,0.393,0.,0.393
5115,,,,,,,,,,0.384,0.,0.384,0.398,0.,0.398,,,,,,
5124,,,,5.235,0.,5.235,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.402,0.,0.402,0.416,0.,0.416,,,,0.412,0.,0.412
5342,,,,,,,,,,0.432,0.,0.431,0.432,0.,0.432,,,,,,
5358,,,,,,,,,,,,,,,,,,,0.431,0.,0.431
5456,,,,,,,,,,0.441,0.001,0.439,0.447,0.,0.447,,,,,,
5489,,,,,,,,,,,,,,,,,,,0.453,0.,0.452
5569,,,,,,,,,,0.443,0.,0.443,0.464,0.,0.464,,,,,,
5620,,,,,,,,,,,,,,,,,,,0.476,0.,0.475
5683,,,,,,,,,,0.465,0.,0.465,0.489,0.,0.489,,,,,,
5693,,,,6.401,0.007,6.392,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,0.494,0.,0.494
5796,,,,,,,,,,0.5,0.,0.5,0.5,0.,0.5,,,,,,
5881,,,,,,,,,,,,,,,,,,,0.515,0.,0.514
5910,,,,,,,,,,0.517,0.,0.517,0.514,0.,0.514,,,,,,
6012,,,,,,,,,,,,,,,,,,,0.538,0.,0.538
6034,,,,,,,,,,,,,,,,,,,0.535,0.001,0.533
6142,,,,,,,,,,,,,,,,,,,0.557,0.,0.557
6221,,,,,,,,,,0.559,0.,0.559,0.579,0.,0.579,,,,,,
6273,,,,,,,,,,,,,,,,,,,0.583,0.,0.583
6532,,,,,,,,,,0.626,0.,0.626,0.647,0.,0.647,,,,,,
6843,,,,,,,,,,0.683,0.,0.683,0.721,0.,0.721,,,,,,
6900,,,,,,,,,,,,,,,,,,,0.702,0.,0.702
7154,,,,,,,,,,0.75,0.,0.75,0.775,0.,0.774,,,,,,
7346,,,,,,,,,,0.8,0.,0.799,0.817,0.,0.817,,,,,,
7465,,,,,,,,,,0.807,0.,0.807,0.821,0.,0.821,,,,,,
7527,,,,,,,,,,,,,,,,,,,0.829,0.,0.829
7776,,,,,,,,,,0.882,0.,0.882,0.887,0.,0.887,,,,,,
8045,,,,,,,,,,,,,,,,,,,0.941,0.,0.941
8087,,,,,,,,,,0.944,0.,0.942,0.956,0.,0.956,,,,,,
8154,,,,,,,,,,,,,,,,,,,0.971,0.,0.971
8398,,,,,,,,,,1.026,0.,1.026,1.016,0.,1.016,,,,,,
8709,,,,,,,,,,1.099,0.,1.099,1.105,0.,1.105,,,,,,
8781,,,,,,,,,,,,,,,,,,,1.119,0.,1.118
9019,,,,,,,,,,1.176,0.001,1.174,1.19,0.,1.19,,,,,,
9330,,,,,,,,,,1.265,0.,1.265,1.259,0.,1.259,,,,,,
9409,,,,,,,,,,,,,,,,,,,1.278,0.,1.278
9641,,,,,,,,,,1.337,0.,1.337,1.373,0.,1.373,,,,,,
9952,,,,,,,,,,1.444,0.,1.444,1.4,0.,1.4,,,,,,
10036,,,,,,,,,,,,,,,,,,,1.453,0.,1.452
10056,,,,,,,,,,,,,,,,,,,1.461,0.,1.46
10263,,,,,,,,,,1.523,0.,1.523,1.542,0.,1.542,,,,,,
10574,,,,,,,,,,1.584,0.,1.584,1.605,0.,1.605,,,,,,
10663,,,,,,,,,,,,,,,,,,,1.647,0.008,1.638
10885,,,,,,,,,,1.742,0.,1.742,1.723,0.,1.723,,,,,,
11017,,,,,,,,,,1.746,0.001,1.745,1.763,0.,1.763,,,,,,
11196,,,,,,,,,,1.785,0.,1.785,1.794,0.,1.793,,,,,,
11290,,,,,,,,,,,,,,,,,,,1.853,0.001,1.851
11507,,,,,,,,,,1.872,0.,1.871,1.907,0.,1.907,,,,,,
11818,,,,,,,,,,1.967,0.,1.967,2.02,0.,2.02,,,,,,
11917,,,,,,,,,,,,,,,,,,,2.088,0.001,2.087
12544,,,,,,,,,,,,,,,,,,,2.258,0.001,2.257
13000,,,,,,,,,,2.409,0.,2.409,2.42,0.,2.42,,,,,,
14181,,,,,,,,,,2.843,0.,2.843,2.927,0.,2.927,,,,,,
14689,,,,,,,,,,3.162,0.,3.162,3.093,0.,3.093,,,,,,
15052,,,,,,,,,,,,,,,,,,,3.245,0.,3.245
15363,,,,,,,,,,3.346,0.,3.346,3.427,0.,3.427,,,,,,
16544,,,,,,,,,,3.883,0.,3.883,3.988,0.,3.988,,,,,,
17561,,,,,,,,,,,,,,,,,,,4.427,0.,4.426
17726,,,,,,,,,,4.466,0.,4.465,4.604,0.,4.603,,,,,,
18361,,,,,,,,,,4.791,0.001,4.789,4.771,0.,4.77,,,,,,
18908,,,,,,,,,,5.142,0.,5.142,4.93,0.,4.93,,,,,,
20069,,,,,,,,,,,,,,,,,,,5.826,0.002,5.824
20089,,,,,,,,,,5.729,0.,5.728,5.75,0.001,5.747,,,,,,
21271,,,,,,,,,,6.444,0.,6.444,6.647,0.,6.646,,,,,,
22452,,,,,,,,,,7.251,0.001,7.248,7.323,0.,7.322,,,,,,
22578,,,,,,,,,,,,,,,,,,,7.436,0.001,7.434
23634,,,,,,,,,,7.737,0.,7.737,7.941,0.,7.94,,,,,,
25086,,,,,,,,,,,,,,,,,,,9.102,0.003,9.097
28361,,,,,,,,,,11.704,0.,11.703,11.397,0.,11.394,,,,,,
33087,,,,,,,,,,15.636,0.001,15.635,15.859,0.,15.858,,,,,,
37814,,,,,,,,,,20.529,0.001,20.527,20.817,0.001,20.815,,,,,,
42540,,,,,,,,,,25.451,0.001,25.449,25.858,0.007,25.848,,,,,,
47267,,,,,,,,,,32.42,0.001,32.417,32.139,0.001,32.135,,,,,,
