param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
18,1,18,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.001,0.,0.001,,,,,,,,,,,,,,,,,,,,,,0.525,0.,0.525
24,1,24,0.004,0.,0.004,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,0.005,0.001,0.003,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,0.002,0.,0.001,,,,,,,,,,,,
30,5,6,0.002,0.,0.002,,,,,,,,,,0.002,0.001,0.001,,,,,,,,,,,,
31,1,31,0.006,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.008,0.,0.007,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
37,37,1,0.004,0.,0.004,,,,,,,,,,0.003,0.,0.002,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.002,0.,0.002,,,,,,,0.,0.,0.,0.003,0.,0.003,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.01,0.,0.01,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,0.011,0.,0.01,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
49,1,49,0.046,0.001,0.045,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.013,0.,0.013,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.003,0.,0.003,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,0.05,0.002,0.047,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
61,1,61,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
67,1,67,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.011,0.,0.011,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,0.015,0.,0.015,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
72,8,9,0.003,0.,0.003,,,,,,,0.,0.,0.,0.004,0.,0.004,0.,0.,0.,,,,,,,,,
74,1,74,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.012,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
80,1,80,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.014,0.,0.014,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.015,0.,0.015,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,0.023,0.,0.023,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
90,9,10,0.004,0.,0.004,,,,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
92,1,92,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.016,0.,0.016,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,0.027,0.,0.027,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
104,1,104,0.035,0.,0.035,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.025,0.,0.025,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.038,0.,0.038,,,,,,,,,,0.034,0.,0.034,,,,,,,,,,,,
110,10,11,0.005,0.,0.005,,,,,,,0.,0.,0.,0.007,0.,0.007,0.,0.,0.,,,,,,,,,
110,110,1,0.024,0.,0.024,,,,,,,,,,0.015,0.,0.014,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,0.016,0.,0.016,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
123,1,123,0.044,0.,0.044,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.027,0.,0.027,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.052,0.,0.052,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.038,0.,0.038,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,0.044,0.,0.044,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,0.022,0.,0.022,,,,,,,,,,,,
132,11,12,0.006,0.,0.006,0.,0.,0.,0.,0.,0.,,,,0.007,0.,0.007,,,,,,,,,,,,
135,1,135,0.055,0.,0.055,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.041,0.,0.041,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,0.047,0.,0.047,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,0.023,0.,0.023,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
150,150,1,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
151,1,151,,,,,,,,,,,,,0.056,0.,0.056,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,0.025,0.,0.025,,,,,,,,,,,,
156,12,13,0.008,0.,0.008,,,,,,,0.,0.,0.,0.009,0.,0.009,0.,0.,0.,,,,,,,,,
157,1,157,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,0.061,0.,0.061,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,0.066,0.,0.066,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,0.033,0.,0.033,,,,,,,,,,,,
180,1,180,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.055,0.,0.055,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,0.071,0.,0.071,,,,,,,,,,,,
182,13,14,0.009,0.,0.009,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.01,0.,0.01,0.,0.,0.,,,,,,,,,
182,182,1,,,,,,,,,,,,,0.032,0.,0.032,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.,0.,0.,,,,0.,0.,0.,,,,,,,,,
185,185,1,,,,,,,,,,0.001,0.,0.001,,,,0.,0.,0.,,,,,,,,,
193,1,193,,,,,,,,,,,,,0.083,0.,0.083,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,0.044,0.,0.044,,,,,,,,,,,,
202,1,202,0.114,0.,0.114,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.085,0.,0.084,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,0.09,0.,0.09,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,0.045,0.,0.045,,,,,,,,,,,,
210,1,210,0.163,0.01,0.152,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.011,0.,0.011,,,,,,,0.,0.,0.,0.011,0.,0.011,0.,0.,0.,,,,,,,,,
210,210,1,0.089,0.,0.089,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,0.096,0.001,0.094,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,0.046,0.,0.046,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.001,0.,0.001,,,,0.,0.,0.,,,,,,,,,
221,221,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
224,1,224,0.13,0.,0.13,,,,,,,,,,0.106,0.,0.106,,,,,,,,,,,,
224,224,1,0.096,0.,0.096,,,,,,,,,,0.05,0.,0.05,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,0.105,0.,0.105,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,0.053,0.,0.053,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.001,0.,0.,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
240,15,16,0.012,0.,0.012,0.,0.,0.,0.,0.,0.,,,,0.013,0.,0.013,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,0.121,0.,0.121,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,0.055,0.,0.055,,,,,,,,,,,,
247,1,247,0.15,0.,0.15,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.101,0.,0.101,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,0.126,0.,0.125,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,0.057,0.,0.057,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.001,0.,0.,,,,0.001,0.,0.001,,,,,,,,,
257,257,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.189,0.,0.189,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.148,0.,0.147,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.014,0.,0.014,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
291,1,291,,,,,,,,,,,,,0.17,0.,0.17,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,0.088,0.,0.087,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.,,,,,,,,,
293,293,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.,,,,,,,,,
297,1,297,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.017,0.,0.017,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.001,0.,0.,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.001,0.,0.,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,0.212,0.,0.212,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,0.101,0.,0.101,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.001,0.,0.,,,,0.001,0.,0.,,,,,,,,,
336,1,336,0.276,0.,0.276,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.194,0.,0.194,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.018,0.,0.018,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.021,0.,0.021,0.001,0.,0.001,,,,,,,,,
355,1,355,,,,0.001,0.,0.001,0.001,0.,0.,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,0.243,0.,0.243,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,0.114,0.,0.114,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
380,19,20,,,,,,,,,,0.001,0.,0.001,0.025,0.,0.025,0.036,0.,0.036,,,,,,,,,
400,1,400,,,,,,,,,,,,,0.291,0.,0.291,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,0.165,0.,0.165,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
402,1,402,,,,,,,,,,,,,0.333,0.015,0.317,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,0.165,0.,0.164,,,,,,,,,,,,
404,1,404,0.394,0.,0.394,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,0.323,0.,0.322,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.001,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
414,1,414,0.418,0.,0.418,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,0.331,0.,0.33,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.035,0.,0.035,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.025,0.,0.025,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,0.351,0.,0.351,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,0.181,0.,0.18,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
462,21,22,0.026,0.,0.026,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,0.028,0.,0.028,0.001,0.,0.001,,,,,,,,,
471,1,471,0.503,0.,0.502,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,0.38,0.,0.38,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.001,0.039,0.,0.038,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.,0.,0.,0.001,0.,0.001,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
473,1,473,,,,,,,,,,,,,0.405,0.,0.405,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,0.184,0.,0.184,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.001,0.,0.001,0.031,0.,0.031,0.001,0.,0.001,,,,,,,,,
508,1,508,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
508,508,1,,,,,,,,,,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
509,1,509,,,,,,,,,,,,,0.434,0.002,0.431,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,0.192,0.,0.191,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
538,1,538,0.691,0.,0.691,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,0.564,0.002,0.561,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
544,544,1,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
552,23,24,0.032,0.,0.032,0.,0.,0.,0.,0.,0.,0.001,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
580,1,580,,,,,,,,,,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
580,580,1,,,,,,,,,,0.003,0.,0.003,,,,0.002,0.,0.002,,,,,,,,,
588,1,588,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.001,0.,0.001,0.001,0.,0.,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.,0.,0.,0.,0.,0.,0.002,0.,0.001,,,,0.001,0.,0.001,,,,,,,,,
609,1,609,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,,,,
609,609,1,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
616,616,1,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
636,1,636,,,,,,,,,,,,,0.677,0.,0.677,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,0.336,0.,0.336,,,,,,,,,,,,
646,1,646,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,0.047,0.,0.047,0.001,0.,0.001,,,,,,,,,
652,1,652,,,,,,,,,,0.002,0.,0.002,,,,0.001,0.,0.001,,,,,,,,,
652,652,1,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
688,1,688,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
688,688,1,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
702,26,27,,,,0.,0.,0.,0.,0.,0.,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
704,1,704,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
724,724,1,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
756,27,28,,,,0.,0.,0.,0.001,0.,0.001,0.002,0.,0.002,0.052,0.,0.052,0.002,0.,0.002,,,,,,,,,
760,1,760,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
760,760,1,,,,,,,,,,0.003,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
762,1,762,,,,0.001,0.,0.001,0.003,0.,0.003,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,0.93,0.,0.929,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,0.41,0.,0.41,,,,,,,,,,,,
795,1,795,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
795,795,1,,,,,,,,,,0.003,0.,0.003,,,,0.003,0.,0.003,,,,,,,,,
798,1,798,,,,,,,,,,,,,1.043,0.,1.043,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,0.61,0.007,0.602,,,,,,,,,,,,
807,1,807,1.508,0.,1.508,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,1.246,0.005,1.241,,,,,,,,,,,,,,,,,,,,,,,,
812,28,29,0.052,0.,0.052,0.,0.,0.,0.001,0.,0.001,0.002,0.,0.002,0.097,0.,0.097,0.002,0.,0.002,,,,,,,,,
821,1,821,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
821,821,1,,,,0.002,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
831,1,831,,,,,,,,,,0.002,0.,0.002,,,,0.002,0.,0.002,,,,,,,,,
