param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
4574,,,,,,,,,,,,,,,,,,,0.284,0.,0.283
4660,,,,,,,,,,0.284,0.,0.284,0.291,0.,0.29,,,,,,
4705,,,,,,,,,,,,,,,,,,,0.298,0.,0.298
4774,,,,,,,,,,0.296,0.001,0.294,0.301,0.,0.3,,,,,,
4836,,,,,,,,,,,,,,,,,,,0.318,0.,0.317
4887,,,,,,,,,,0.298,0.,0.298,0.32,0.,0.32,,,,,,
4966,,,,,,,,,,,,,,,,,,,0.33,0.,0.33
5001,,,,,,,,,,0.329,0.,0.329,0.333,0.,0.333,,,,,,
5097,,,,,,,,,,,,,,,,,,,0.352,0.,0.352
5115,,,,,,,,,,0.346,0.,0.346,0.352,0.,0.351,,,,,,
5124,,,,4.537,0.,4.537,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.352,0.001,0.351,0.342,0.,0.342,,,,0.367,0.,0.366
5342,,,,,,,,,,0.378,0.,0.377,0.364,0.,0.364,,,,,,
5358,,,,,,,,,,,,,,,,,,,0.388,0.,0.388
5456,,,,,,,,,,0.377,0.,0.377,0.375,0.,0.375,,,,,,
5489,,,,,,,,,,,,,,,,,,,0.398,0.,0.398
5569,,,,,,,,,,0.41,0.,0.41,0.374,0.,0.374,,,,,,
5620,,,,,,,,,,,,,,,,,,,0.435,0.,0.434
5683,,,,,,,,,,0.394,0.001,0.393,0.41,0.,0.409,,,,,,
5693,,,,5.6,0.,5.6,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,0.438,0.,0.438
5796,,,,,,,,,,0.409,0.,0.409,0.451,0.,0.451,,,,,,
5881,,,,,,,,,,,,,,,,,,,0.456,0.,0.456
5910,,,,,,,,,,0.435,0.,0.435,0.427,0.001,0.425,,,,,,
6012,,,,,,,,,,,,,,,,,,,0.472,0.,0.472
6034,,,,,,,,,,,,,,,,,,,0.47,0.,0.47
6142,,,,,,,,,,,,,,,,,,,0.493,0.,0.493
6221,,,,,,,,,,0.48,0.001,0.479,0.512,0.,0.512,,,,,,
6273,,,,,,,,,,,,,,,,,,,0.522,0.,0.522
6532,,,,,,,,,,0.552,0.,0.551,0.565,0.,0.565,,,,,,
6843,,,,,,,,,,0.563,0.,0.563,0.621,0.,0.62,,,,,,
6900,,,,,,,,,,,,,,,,,,,0.618,0.,0.618
7154,,,,,,,,,,0.649,0.,0.649,0.697,0.,0.697,,,,,,
7346,,,,,,,,,,0.71,0.,0.71,0.721,0.,0.721,,,,,,
7465,,,,,,,,,,0.714,0.,0.714,0.719,0.,0.719,,,,,,
7527,,,,,,,,,,,,,,,,,,,0.731,0.,0.731
7776,,,,,,,,,,0.757,0.,0.755,0.775,0.,0.775,,,,,,
8045,,,,,,,,,,,,,,,,,,,0.813,0.,0.813
8087,,,,,,,,,,0.774,0.,0.774,0.82,0.,0.819,,,,,,
8154,,,,,,,,,,,,,,,,,,,0.856,0.,0.855
8398,,,,,,,,,,0.854,0.,0.854,0.846,0.001,0.845,,,,,,
8709,,,,,,,,,,0.912,0.,0.912,0.964,0.,0.964,,,,,,
8781,,,,,,,,,,,,,,,,,,,0.942,0.,0.941
9019,,,,,,,,,,1.03,0.,1.03,1.034,0.,1.032,,,,,,
9330,,,,,,,,,,1.098,0.,1.097,1.108,0.,1.108,,,,,,
9409,,,,,,,,,,,,,,,,,,,1.126,0.,1.125
9641,,,,,,,,,,1.173,0.,1.173,1.156,0.,1.156,,,,,,
9952,,,,,,,,,,1.209,0.,1.209,1.274,0.,1.274,,,,,,
10036,,,,,,,,,,,,,,,,,,,1.283,0.,1.283
10056,,,,,,,,,,,,,,,,,,,1.263,0.,1.262
10263,,,,,,,,,,1.269,0.,1.269,1.323,0.,1.323,,,,,,
10574,,,,,,,,,,1.386,0.,1.386,1.398,0.,1.397,,,,,,
10663,,,,,,,,,,,,,,,,,,,1.444,0.,1.442
10885,,,,,,,,,,1.516,0.001,1.515,1.523,0.,1.523,,,,,,
11017,,,,,,,,,,1.584,0.,1.584,1.543,0.001,1.542,,,,,,
11196,,,,,,,,,,1.544,0.,1.544,1.503,0.,1.502,,,,,,
11290,,,,,,,,,,,,,,,,,,,1.591,0.001,1.59
11507,,,,,,,,,,1.655,0.,1.655,1.682,0.,1.681,,,,,,
11818,,,,,,,,,,1.696,0.,1.696,1.702,0.,1.702,,,,,,
11917,,,,,,,,,,,,,,,,,,,1.791,0.,1.79
12544,,,,,,,,,,,,,,,,,,,1.992,0.001,1.99
13000,,,,,,,,,,2.117,0.,2.117,2.179,0.,2.179,,,,,,
14181,,,,,,,,,,2.505,0.,2.505,2.436,0.,2.436,,,,,,
14689,,,,,,,,,,2.829,0.,2.829,2.764,0.001,2.762,,,,,,
15052,,,,,,,,,,,,,,,,,,,2.831,0.,2.83
15363,,,,,,,,,,2.952,0.,2.951,2.937,0.,2.937,,,,,,
16544,,,,,,,,,,3.397,0.,3.396,3.22,0.001,3.218,,,,,,
17561,,,,,,,,,,,,,,,,,,,3.876,0.002,3.873
17726,,,,,,,,,,3.747,0.,3.747,3.915,0.,3.915,,,,,,
18361,,,,,,,,,,4.31,0.,4.309,3.971,0.001,3.969,,,,,,
18908,,,,,,,,,,4.208,0.,4.208,4.301,0.,4.3,,,,,,
20069,,,,,,,,,,,,,,,,,,,5.043,0.002,5.039
20089,,,,,,,,,,5.076,0.,5.076,4.785,0.,4.784,,,,,,
21271,,,,,,,,,,5.56,0.,5.559,5.239,0.,5.239,,,,,,
22452,,,,,,,,,,6.,0.001,5.998,6.17,0.,6.17,,,,,,
22578,,,,,,,,,,,,,,,,,,,6.325,0.,6.324
23634,,,,,,,,,,6.762,0.,6.761,6.72,0.,6.719,,,,,,
25086,,,,,,,,,,,,,,,,,,,7.766,0.,7.764
28361,,,,,,,,,,9.653,0.001,9.651,9.646,0.002,9.643,,,,,,
33087,,,,,,,,,,12.86,0.001,12.858,13.343,0.,13.342,,,,,,
37814,,,,,,,,,,17.498,0.,17.496,16.88,0.002,16.877,,,,,,
42540,,,,,,,,,,21.593,0.002,21.587,21.554,0.001,21.551,,,,,,
47267,,,,,,,,,,26.625,0.004,26.616,27.165,0.,27.164,,,,,,
