param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
16,0.09,0.,0.09,0.09,0.,0.09,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.004,0.,0.004,0.083,0.,0.083,0.082,0.,0.082
17,0.099,0.,0.099,0.099,0.,0.099,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.092,0.,0.092,0.092,0.,0.092
18,0.11,0.,0.11,0.111,0.,0.111,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.103,0.,0.103,0.104,0.,0.104
19,0.122,0.,0.122,0.124,0.,0.124,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.114,0.,0.114,0.116,0.,0.116
20,0.134,0.,0.134,0.136,0.,0.136,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.125,0.,0.125,0.128,0.,0.128
21,0.148,0.,0.148,0.149,0.,0.149,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.139,0.,0.139,0.14,0.,0.14
22,0.163,0.,0.163,0.165,0.,0.165,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.153,0.,0.153,0.155,0.,0.155
23,0.18,0.,0.18,0.18,0.,0.179,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.004,0.169,0.,0.169,0.17,0.,0.17
24,0.197,0.,0.197,0.198,0.,0.198,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.187,0.,0.187,0.187,0.,0.187
25,0.222,0.,0.22,0.214,0.,0.214,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.211,0.,0.209,0.203,0.,0.203
30,0.317,0.,0.317,0.322,0.,0.322,0.007,0.,0.007,0.007,0.,0.007,0.007,0.,0.007,0.007,0.,0.007,0.303,0.,0.302,0.308,0.,0.308
35,0.449,0.,0.448,0.451,0.,0.451,0.009,0.,0.009,0.009,0.,0.009,0.008,0.,0.008,0.009,0.,0.009,0.43,0.,0.429,0.432,0.,0.432
40,0.62,0.,0.619,0.628,0.,0.628,0.012,0.,0.011,0.013,0.,0.013,0.011,0.,0.011,0.011,0.,0.011,0.595,0.,0.595,0.604,0.,0.604
45,0.818,0.,0.818,0.823,0.,0.823,0.014,0.,0.014,0.014,0.,0.014,0.012,0.,0.012,0.013,0.,0.013,0.79,0.,0.79,0.795,0.,0.795
50,1.067,0.,1.065,1.078,0.,1.078,0.017,0.,0.017,0.017,0.,0.017,0.016,0.,0.016,0.018,0.,0.018,1.032,0.,1.032,1.041,0.,1.041
