param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.095,0.007,0.088,0.095,0.005,0.09,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.091,0.007,0.084,0.09,0.005,0.085
11,0.067,0.,0.067,0.068,0.,0.068,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.062,0.,0.062,0.062,0.,0.062
12,0.083,0.,0.083,0.082,0.,0.081,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.077,0.,0.077,0.076,0.,0.075
13,0.098,0.,0.098,0.098,0.,0.097,0.003,0.,0.003,0.002,0.,0.002,0.003,0.,0.003,0.004,0.,0.004,0.091,0.,0.091,0.091,0.,0.09
14,0.118,0.,0.118,0.118,0.,0.118,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.11,0.,0.11,0.11,0.,0.11
15,0.139,0.,0.139,0.139,0.,0.138,0.003,0.,0.003,0.003,0.,0.003,0.005,0.,0.005,0.005,0.,0.004,0.13,0.,0.13,0.13,0.,0.13
16,0.165,0.,0.165,0.167,0.,0.165,0.004,0.,0.004,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.005,0.155,0.,0.155,0.157,0.,0.155
17,0.194,0.,0.194,0.193,0.,0.193,0.004,0.,0.004,0.004,0.,0.004,0.006,0.,0.006,0.006,0.,0.006,0.182,0.,0.182,0.181,0.,0.181
18,0.226,0.,0.226,0.225,0.,0.225,0.005,0.,0.005,0.004,0.,0.004,0.006,0.,0.006,0.007,0.,0.007,0.214,0.,0.214,0.213,0.,0.213
19,0.26,0.,0.26,0.26,0.,0.259,0.005,0.,0.005,0.005,0.,0.005,0.007,0.,0.007,0.007,0.,0.007,0.247,0.,0.247,0.247,0.,0.246
20,0.303,0.,0.303,0.302,0.,0.302,0.005,0.,0.005,0.005,0.,0.005,0.008,0.,0.008,0.008,0.,0.008,0.288,0.,0.288,0.287,0.,0.287
21,0.349,0.,0.349,0.348,0.,0.348,0.006,0.,0.006,0.006,0.,0.006,0.009,0.,0.009,0.009,0.,0.009,0.332,0.,0.332,0.331,0.,0.331
22,0.399,0.,0.399,0.399,0.,0.399,0.006,0.,0.006,0.006,0.,0.006,0.01,0.,0.01,0.01,0.,0.01,0.381,0.,0.381,0.381,0.,0.381
23,0.455,0.,0.455,0.458,0.,0.458,0.007,0.,0.007,0.007,0.,0.007,0.011,0.,0.011,0.012,0.,0.012,0.436,0.,0.436,0.439,0.,0.439
24,0.519,0.,0.518,0.524,0.,0.523,0.007,0.,0.007,0.007,0.,0.007,0.012,0.,0.012,0.013,0.,0.013,0.498,0.,0.497,0.502,0.,0.501
25,0.592,0.,0.592,0.592,0.,0.592,0.008,0.,0.008,0.008,0.,0.008,0.013,0.,0.013,0.014,0.,0.014,0.57,0.,0.569,0.569,0.,0.569
30,1.067,0.,1.066,1.061,0.,1.061,0.012,0.,0.012,0.011,0.,0.011,0.021,0.,0.021,0.022,0.,0.022,1.032,0.,1.031,1.027,0.,1.027
35,1.785,0.,1.784,1.798,0.,1.798,0.014,0.,0.014,0.015,0.,0.015,0.031,0.,0.031,0.033,0.,0.033,1.738,0.,1.737,1.749,0.,1.749
40,2.826,0.001,2.824,2.817,0.,2.817,0.019,0.,0.019,0.018,0.,0.018,0.044,0.,0.044,0.044,0.,0.044,2.761,0.,2.76,2.753,0.,2.753
45,4.317,0.,4.317,4.358,0.,4.358,0.023,0.,0.023,0.023,0.,0.023,0.06,0.,0.06,0.061,0.,0.061,4.233,0.,4.233,4.273,0.,4.273
50,6.333,0.,6.332,6.36,0.,6.358,0.028,0.,0.028,0.028,0.,0.028,0.078,0.,0.078,0.078,0.,0.078,6.225,0.,6.224,6.253,0.,6.251
