param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.079,0.009,0.069,0.044,0.009,0.035,0.035,0.,0.034,0.001,0.,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.041,0.007,0.033,0.04,0.007,0.032
11,0.041,0.,0.04,0.044,0.,0.042,0.001,0.,0.001,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.037,0.,0.036,0.04,0.,0.038
12,0.048,0.,0.048,0.049,0.,0.049,0.001,0.,0.001,0.001,0.,0.001,0.002,0.,0.002,0.002,0.,0.002,0.044,0.,0.044,0.045,0.,0.045
13,0.056,0.,0.056,0.055,0.,0.055,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.003,0.002,0.,0.002,0.05,0.,0.05,0.05,0.,0.05
14,0.063,0.,0.063,0.064,0.,0.064,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.058,0.,0.058,0.059,0.,0.059
15,0.073,0.,0.073,0.072,0.,0.072,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.067,0.,0.067,0.066,0.,0.066
16,0.082,0.,0.082,0.081,0.,0.08,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.003,0.,0.002,0.076,0.,0.076,0.075,0.,0.075
17,0.092,0.,0.092,0.091,0.,0.091,0.003,0.,0.003,0.002,0.,0.002,0.003,0.,0.003,0.003,0.,0.003,0.085,0.,0.085,0.084,0.,0.084
18,0.101,0.,0.101,0.102,0.,0.102,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.094,0.,0.094,0.095,0.,0.095
19,0.111,0.,0.111,0.112,0.,0.112,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.104,0.,0.104,0.105,0.,0.105
20,0.124,0.001,0.123,0.123,0.001,0.122,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.116,0.001,0.115,0.115,0.,0.114
21,0.138,0.,0.138,0.138,0.,0.138,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.129,0.,0.129,0.13,0.,0.13
22,0.151,0.,0.151,0.151,0.,0.151,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.141,0.,0.141,0.142,0.,0.142
23,0.164,0.,0.164,0.166,0.,0.166,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.155,0.,0.155,0.156,0.,0.156
24,0.184,0.,0.184,0.182,0.,0.182,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.004,0.,0.004,0.174,0.,0.174,0.171,0.,0.171
25,0.197,0.,0.197,0.197,0.,0.197,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.187,0.,0.187,0.186,0.,0.186
30,0.295,0.,0.294,0.294,0.,0.293,0.007,0.,0.007,0.007,0.,0.007,0.006,0.,0.005,0.007,0.,0.007,0.281,0.,0.281,0.28,0.,0.279
35,0.42,0.,0.42,0.429,0.,0.429,0.009,0.,0.009,0.009,0.,0.009,0.009,0.,0.009,0.008,0.,0.008,0.401,0.,0.401,0.411,0.,0.411
40,0.581,0.,0.581,0.579,0.,0.579,0.012,0.,0.012,0.011,0.,0.011,0.009,0.,0.009,0.011,0.,0.011,0.559,0.,0.559,0.556,0.,0.556
45,0.77,0.002,0.767,0.783,0.,0.783,0.016,0.,0.015,0.016,0.,0.016,0.011,0.,0.01,0.012,0.,0.012,0.741,0.,0.74,0.754,0.,0.754
50,1.01,0.,1.009,1.023,0.001,1.022,0.021,0.,0.021,0.018,0.,0.018,0.014,0.,0.014,0.014,0.,0.014,0.974,0.,0.973,0.989,0.001,0.988
