param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
106,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
112,,,,,,,0.005,0.,0.005,,,,,,,,,,,,
113,,,,0.004,0.,0.004,,,,,,,,,,,,,,,
116,,,,,,,,,,0.,0.,0.,0.,0.,0.,,,,,,
117,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,0.,0.,0.
122,,,,0.005,0.,0.005,0.007,0.,0.007,,,,,,,,,,,,
127,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
130,,,,0.006,0.,0.006,,,,,,,,,,,,,,,
133,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
138,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
139,,,,0.009,0.,0.009,,,,,,,,,,,,,,,
143,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
148,,,,0.007,0.,0.007,0.009,0.,0.009,,,,,,,,,,,,
153,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
156,,,,0.008,0.,0.008,,,,,,,,,,,,,,,
159,,,,,,,0.01,0.,0.01,,,,,,,,,,0.,0.,0.
164,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
165,,,,0.009,0.,0.009,,,,,,,,,,,,,,,
169,,,,,,,0.011,0.,0.011,,,,,,,,,,,,
173,,,,0.009,0.,0.009,,,,,,,,,,,,,,,
174,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
180,,,,,,,0.012,0.,0.012,,,,,,,,,,,,
182,,,,0.01,0.,0.01,,,,,,,,,,,,,,,
185,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
190,,,,0.011,0.,0.011,0.016,0.,0.016,,,,,,,,,,,,
195,,,,,,,0.014,0.,0.014,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,0.001,0.,0.001
199,,,,0.012,0.,0.012,,,,,,,,,,,,,,,
200,,,,,,,0.018,0.,0.018,,,,,,,,,,,,
206,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
208,,,,0.012,0.,0.012,,,,,,,,,,,,,,,
211,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
216,,,,0.013,0.,0.013,0.019,0.,0.019,,,,,,,,,,,,
221,,,,,,,0.02,0.,0.02,,,,,,,,,,,,
225,,,,0.014,0.,0.014,,,,,,,,,,,,,,,
227,,,,,,,0.025,0.,0.025,,,,,,,,,,,,
229,,,,,,,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,
232,,,,,,,0.023,0.,0.023,,,,,,,,,,,,
233,,,,0.015,0.,0.015,,,,,,,,,,,,,,,
237,,,,,,,0.026,0.,0.026,,,,,,,,,,0.001,0.,0.001
242,,,,0.016,0.,0.016,0.023,0.,0.022,,,,,,,,,,,,
247,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
250,,,,0.017,0.,0.017,,,,,,,,,,,,,,,
253,,,,,,,0.024,0.,0.024,,,,,,,,,,,,
258,,,,,,,0.026,0.,0.026,,,,,,,,,,,,
259,,,,0.017,0.,0.017,,,,,,,,,,,,,,,
263,,,,,,,0.026,0.,0.026,,,,,,,,,,,,
268,,,,0.019,0.,0.019,0.027,0.,0.027,,,,,,,,,,,,
273,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
276,,,,0.02,0.,0.02,,,,,,,,,,,,,0.001,0.,0.001
279,,,,,,,0.033,0.,0.032,,,,,,,,,,,,
284,,,,,,,0.033,0.,0.033,,,,,,,,,,,,
285,,,,0.022,0.,0.022,,,,,,,,,,,,,,,
289,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
292,,,,,,,0.032,0.,0.032,,,,,,,,,,,,
293,,,,0.022,0.,0.022,,,,,,,,,,,,,,,
294,,,,,,,0.036,0.,0.036,,,,,,,,,,,,
300,,,,,,,0.035,0.,0.035,,,,,,,,,,,,
302,,,,0.023,0.,0.023,,,,,,,,,,,,,,,
305,,,,,,,0.047,0.,0.047,,,,,,,,,,,,
310,,,,0.024,0.,0.024,0.041,0.,0.041,,,,,,,,,,,,
315,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
319,,,,0.026,0.,0.026,,,,,,,,,,,,,,,
320,,,,,,,0.043,0.,0.043,,,,,,,,,,,,
326,,,,,,,0.06,0.001,0.058,,,,,,,,,,,,
328,,,,0.027,0.,0.027,,,,,,,,,,,,,,,
331,,,,,,,0.051,0.,0.051,,,,,,,,,,,,
336,,,,0.027,0.,0.027,0.042,0.,0.042,,,,,,,,,,,,
341,,,,,,,0.044,0.,0.044,,,,,,,,,,,,
343,,,,,,,,,,0.002,0.,0.002,0.002,0.,0.002,,,,,,
345,,,,0.029,0.,0.029,,,,,,,,,,,,,,,
347,,,,,,,0.048,0.001,0.046,,,,,,,,,,,,
352,,,,,,,0.052,0.,0.052,,,,,,,,,,,,
353,,,,0.029,0.,0.029,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,0.002,0.,0.002
357,,,,,,,0.054,0.,0.054,,,,,,,,,,,,
362,,,,0.031,0.,0.031,0.055,0.,0.055,,,,,,,,,,,,
367,,,,,,,0.055,0.,0.055,,,,,,,,,,,,
370,,,,0.032,0.,0.032,,,,,,,,,,,,,,,
373,,,,,,,0.057,0.001,0.055,,,,,,,,,,,,
378,,,,,,,0.058,0.,0.058,,,,,,,,,,,,
379,,,,0.034,0.,0.034,,,,,,,,,,,,,,,
383,,,,,,,0.061,0.,0.061,,,,,,,,,,,,
387,,,,0.036,0.,0.036,,,,,,,,,,,,,,,
388,,,,,,,0.065,0.,0.065,,,,,,,,,,,,
394,,,,,,,0.076,0.,0.075,,,,,,,,,,0.003,0.,0.003
396,,,,0.038,0.,0.038,,,,,,,,,,,,,,,
399,,,,,,,0.065,0.,0.065,,,,,,,,,,,,
404,,,,,,,0.083,0.,0.082,,,,,,,,,,,,
405,,,,0.041,0.,0.041,,,,,,,,,,,,,,,
409,,,,,,,0.088,0.001,0.087,,,,,,,,,,,,
413,,,,0.042,0.,0.042,,,,,,,,,,,,,,,
414,,,,,,,0.089,0.,0.088,,,,,,,,,,,,
420,,,,,,,0.081,0.001,0.08,,,,,,,,,,,,
422,,,,0.043,0.,0.043,,,,,,,,,,,,,,,
425,,,,,,,0.069,0.,0.069,,,,,,,,,,,,
430,,,,0.044,0.,0.044,0.094,0.,0.093,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,0.003,0.,0.003
435,,,,,,,0.083,0.001,0.082,,,,,,,,,,,,
439,,,,0.046,0.,0.046,,,,,,,,,,,,,,,
441,,,,,,,0.069,0.,0.069,,,,,,,,,,,,
446,,,,,,,0.085,0.,0.085,,,,,,,,,,,,
447,,,,0.047,0.,0.047,,,,,,,,,,,,,,,
451,,,,,,,0.093,0.001,0.091,,,,,,,,,,,,
456,,,,0.049,0.,0.049,,,,0.004,0.,0.004,0.004,0.,0.004,,,,,,
458,,,,0.051,0.,0.051,,,,,,,,,,,,,,,
465,,,,0.051,0.,0.051,,,,,,,,,,,,,,,
469,,,,,,,0.087,0.,0.086,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
473,,,,0.052,0.,0.052,,,,,,,,,,,,,,,
482,,,,0.056,0.,0.056,,,,,,,,,,,,,,,
487,,,,,,,0.099,0.,0.099,,,,,,,,,,,,
490,,,,0.057,0.,0.057,,,,,,,,,,,,,,,
499,,,,0.058,0.,0.058,,,,,,,,,,,,,,,
505,,,,,,,0.116,0.,0.116,,,,,,,,,,,,
507,,,,0.059,0.,0.059,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,0.004,0.,0.004
516,,,,0.062,0.,0.062,,,,,,,,,,,,,,,
523,,,,,,,0.113,0.,0.113,,,,,,,,,,,,
525,,,,0.063,0.,0.063,,,,,,,,,,,,,,,
533,,,,0.061,0.,0.061,,,,,,,,,,,,,,,
541,,,,,,,0.147,0.,0.147,,,,,,,,,,,,
542,,,,0.062,0.,0.062,,,,,,,,,,,,,,,
550,,,,0.063,0.,0.063,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
559,,,,0.065,0.,0.065,0.171,0.,0.171,,,,,,,,,,,,
567,,,,0.068,0.,0.068,,,,,,,,,,,,,,,
570,,,,,,,,,,0.006,0.,0.006,0.007,0.,0.007,,,,,,
576,,,,0.071,0.,0.071,,,,,,,,,,,,,,,
577,,,,,,,0.143,0.,0.143,,,,,,,,,,,,
583,,,,,,,0.167,0.001,0.165,,,,,,,,,,,,
585,,,,0.07,0.,0.07,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
593,,,,0.072,0.,0.072,,,,,,,,,,,,,,,
595,,,,,,,0.155,0.,0.155,,,,,,,,,,,,
602,,,,0.074,0.,0.074,,,,,,,,,,,,,,,
610,,,,0.078,0.,0.078,,,,,,,,,,,,,,,
613,,,,,,,0.164,0.,0.164,,,,,,,,,,,,
619,,,,0.081,0.,0.081,,,,,,,,,,,,,,,
627,,,,0.083,0.,0.083,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
631,,,,,,,0.169,0.,0.169,,,,,,,,,,,,
636,,,,0.084,0.,0.083,,,,,,,,,,,,,,,
644,,,,0.084,0.,0.084,,,,,,,,,,,,,,,
649,,,,,,,0.186,0.,0.186,,,,,,,,,,,,
653,,,,0.089,0.,0.089,,,,,,,,,,,,,,,
662,,,,0.09,0.,0.089,,,,,,,,,,,,,,,
667,,,,,,,0.243,0.,0.243,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
670,,,,0.09,0.,0.09,,,,,,,,,,,,,,,
679,,,,0.091,0.,0.091,,,,,,,,,,,,,,,
684,,,,,,,,,,0.008,0.,0.008,0.008,0.,0.008,,,,,,
685,,,,,,,0.214,0.,0.213,,,,,,,,,,,,
687,,,,0.098,0.,0.098,,,,,,,,,,,,,,,
696,,,,0.103,0.,0.103,,,,,,,,,,,,,,,
703,,,,,,,0.22,0.,0.22,,,,,,,,,,,,
704,,,,0.101,0.,0.101,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
713,,,,0.102,0.,0.102,,,,,,,,,,,,,,,
721,,,,,,,0.229,0.001,0.228,,,,,,,,,,,,
739,,,,,,,0.3,0.,0.3,,,,,,,,,,,,
744,,,,0.109,0.,0.109,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
757,,,,,,,0.263,0.,0.263,,,,,,,,,,,,
775,,,,0.114,0.,0.114,0.271,0.,0.271,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
793,,,,,,,0.287,0.,0.287,,,,,,,,,,,,
797,,,,,,,,,,0.01,0.,0.01,0.011,0.,0.011,,,,,,
806,,,,0.125,0.,0.125,,,,,,,,,,,,,,,
811,,,,,,,0.355,0.,0.355,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,0.011,0.,0.011
829,,,,,,,0.313,0.,0.313,,,,,,,,,,,,
837,,,,0.133,0.,0.133,,,,,,,,,,,,,,,
847,,,,,,,0.331,0.,0.331,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,0.012,0.,0.012
865,,,,,,,0.38,0.,0.38,,,,,,,,,,,,
868,,,,0.14,0.,0.14,,,,,,,,,,,,,,,
873,,,,,,,0.379,0.006,0.372,,,,,,,,,,,,
883,,,,,,,0.354,0.,0.353,,,,,,,,,,,,
898,,,,0.148,0.,0.148,,,,,,,,,,,,,,,
901,,,,,,,0.402,0.,0.402,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
911,,,,,,,,,,0.013,0.,0.013,0.013,0.,0.013,,,,,,
914,,,,0.165,0.,0.165,,,,,,,,,,,,,,,
929,,,,0.162,0.,0.162,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,0.014,0.,0.014
960,,,,0.172,0.,0.172,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,0.016,0.,0.016
991,,,,0.179,0.,0.179,0.461,0.,0.46,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,0.016,0.,0.016
1022,,,,0.187,0.,0.187,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.016,0.,0.016,0.017,0.,0.017,,,,,,
1053,,,,0.202,0.,0.201,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,0.017,0.,0.017
1081,,,,,,,0.61,0.001,0.608,,,,,,,,,,,,
1084,,,,0.206,0.,0.206,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,0.019,0.,0.019
1115,,,,0.225,0.,0.225,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.021,0.,0.021,0.02,0.,0.02,,,,0.02,0.,0.02
1146,,,,0.23,0.,0.23,,,,,,,,,,,,,,,
1164,,,,,,,0.673,0.003,0.669,,,,,,,,,,,,
1171,,,,,,,0.643,0.,0.643,,,,,,,,,,,,
1177,,,,0.242,0.,0.242,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,0.022,0.,0.022
1208,,,,0.257,0.,0.257,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,0.023,0.,0.023
1239,,,,0.267,0.,0.267,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.024,0.,0.024,0.025,0.,0.025,,,,,,
1256,,,,,,,,,,,,,,,,,,,0.024,0.,0.024
1261,,,,,,,0.759,0.,0.758,,,,,,,,,,,,
1269,,,,0.279,0.,0.279,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
1300,,,,0.293,0.,0.292,,,,,,,,,,,,,,,
1331,,,,0.328,0.,0.328,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,0.028,0.,0.028
1351,,,,,,,0.861,0.,0.861,,,,,,,,,,,,
1362,,,,0.356,0.,0.356,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.03,0.,0.029,0.028,0.,0.028,,,,,,
1370,,,,0.327,0.,0.327,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,0.028,0.,0.028
1393,,,,0.37,0.,0.37,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1424,,,,0.353,0.,0.353,,,,,,,,,,,,,,,
1441,,,,,,,1.019,0.004,1.014,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,0.032,0.,0.032
1454,,,,,,,1.048,0.008,1.04,,,,,,,,,,,,
1479,,,,,,,,,,0.033,0.,0.033,0.035,0.,0.035,,,,,,
1491,,,,,,,,,,,,,,,,,,,0.033,0.,0.033
1530,,,,,,,,,,,,,,,,,,,0.036,0.,0.035
1531,,,,,,,1.119,0.005,1.113,,,,,,,,,,,,
1566,,,,0.416,0.001,0.414,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,0.036,0.,0.036
1593,,,,,,,,,,0.037,0.,0.037,0.04,0.,0.04,,,,,,
1609,,,,,,,,,,,,,,,,,,,0.038,0.,0.038
1621,,,,,,,1.238,0.,1.238,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,0.041,0.,0.041
1687,,,,,,,,,,,,,,,,,,,0.041,0.,0.041
1706,,,,,,,,,,0.042,0.,0.042,0.045,0.,0.045,,,,,,
1709,,,,0.539,0.001,0.538,,,,,,,,,,,,,,,
1711,,,,,,,1.374,0.004,1.369,,,,,,,,,,,,
1726,,,,,,,,,,,,,,,,,,,0.045,0.,0.045
1765,,,,,,,,,,,,,,,,,,,0.045,0.,0.045
1801,,,,,,,1.704,0.,1.704,,,,,,,,,,,,
1805,,,,,,,,,,,,,,,,,,,0.049,0.,0.049
1820,,,,,,,,,,0.048,0.,0.048,0.051,0.,0.051,,,,,,
1826,,,,0.565,0.,0.564,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,0.049,0.,0.049
1851,,,,0.601,0.,0.601,,,,,,,,,,,,,,,
1883,,,,,,,,,,,,,,,,,,,0.052,0.,0.052
1922,,,,,,,,,,,,,,,,,,,0.054,0.,0.053
1933,,,,,,,,,,0.053,0.,0.053,0.057,0.,0.057,,,,,,
1961,,,,,,,,,,,,,,,,,,,0.055,0.,0.055
1993,,,,0.704,0.001,0.702,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,0.058,0.,0.058
2013,,,,,,,,,,,,,,,,,,,0.06,0.,0.06
2040,,,,,,,,,,,,,,,,,,,0.06,0.,0.06
2047,,,,,,,,,,0.058,0.,0.058,0.058,0.,0.058,,,,,,
2079,,,,,,,,,,,,,,,,,,,0.061,0.,0.061
2118,,,,,,,,,,,,,,,,,,,0.065,0.,0.065
2136,,,,0.762,0.,0.762,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,,,,0.067,0.,0.067
2161,,,,,,,2.347,0.,2.347,0.068,0.,0.068,0.069,0.,0.069,,,,,,
2197,,,,,,,,,,,,,,,,,,,0.069,0.,0.069
2236,,,,,,,,,,,,,,,,,,,0.071,0.,0.071
2274,,,,,,,,,,0.074,0.,0.074,0.074,0.,0.074,,,,,,
2275,,,,,,,,,,,,,,,,,,,0.074,0.,0.074
2278,,,,0.866,0.002,0.864,,,,,,,,,,,,,,,
2282,,,,0.88,0.,0.88,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,0.076,0.,0.076
2353,,,,,,,,,,,,,,,,,,,0.078,0.,0.078
2388,,,,,,,,,,0.085,0.,0.085,0.084,0.,0.084,,,,,,
2392,,,,,,,,,,,,,,,,,,,0.081,0.,0.081
2420,,,,1.019,0.,1.018,,,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,,0.084,0.,0.084
2471,,,,,,,,,,,,,,,,,,,0.086,0.,0.086
2502,,,,,,,,,,0.089,0.,0.089,0.089,0.,0.089,,,,,,
2510,,,,,,,,,,,,,,,,,,,0.089,0.,0.089
2521,,,,,,,3.286,0.009,3.276,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,,0.091,0.,0.091
2562,,,,1.199,0.,1.198,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,,0.094,0.,0.094
2615,,,,,,,,,,0.095,0.,0.095,0.098,0.,0.098,,,,,,
2628,,,,,,,,,,,,,,,,,,,0.097,0.,0.097
2667,,,,,,,,,,,,,,,,,,,0.1,0.,0.1
2705,,,,1.276,0.,1.275,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,,0.103,0.,0.103
2729,,,,,,,,,,0.103,0.,0.103,0.107,0.,0.107,,,,,,
2745,,,,,,,,,,,,,,,,,,,0.107,0.,0.107
2784,,,,,,,,,,,,,,,,,,,0.109,0.,0.109
2824,,,,,,,,,,,,,,,,,,,0.112,0.,0.112
2842,,,,,,,,,,0.111,0.,0.111,0.115,0.,0.115,,,,,,
2847,,,,1.413,0.001,1.412,,,,,,,,,,,,,,,
2863,,,,,,,,,,,,,,,,,,,0.114,0.,0.114
2881,,,,,,,4.158,0.003,4.155,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,,0.117,0.,0.117
2941,,,,,,,,,,,,,,,,,,,0.121,0.,0.121
2956,,,,,,,,,,0.112,0.,0.111,0.115,0.,0.115,,,,,,
2980,,,,,,,,,,,,,,,,,,,0.124,0.,0.124
3019,,,,,,,,,,,,,,,,,,,0.126,0.,0.126
3059,,,,,,,,,,,,,,,,,,,0.13,0.,0.13
3070,,,,,,,,,,0.127,0.,0.127,0.123,0.,0.123,,,,,,
3098,,,,,,,,,,,,,,,,,,,0.133,0.,0.133
3137,,,,,,,,,,,,,,,,,,,0.136,0.,0.136
3183,,,,,,,,,,0.137,0.,0.136,0.137,0.,0.136,,,,,,
3241,,,,,,,5.191,0.008,5.181,,,,,,,,,,,,
3268,,,,,,,,,,,,,,,,,,,0.147,0.,0.147
3297,,,,,,,,,,0.148,0.,0.148,0.152,0.,0.152,,,,,,
3398,,,,,,,,,,,,,,,,,,,0.159,0.,0.159
3410,,,,,,,,,,0.159,0.,0.159,0.164,0.,0.164,,,,,,
3416,,,,2.051,0.,2.051,,,,,,,,,,,,,,,
3524,,,,,,,,,,0.17,0.,0.169,0.174,0.,0.173,,,,,,
3529,,,,,,,,,,,,,,,,,,,0.171,0.,0.171
3601,,,,,,,6.282,0.034,6.246,,,,,,,,,,,,
3638,,,,,,,,,,0.174,0.,0.174,0.171,0.,0.171,,,,,,
3660,,,,,,,,,,,,,,,,,,,0.183,0.,0.183
3674,,,,,,,,,,0.186,0.001,0.185,0.187,0.,0.187,,,,,,
3751,,,,,,,,,,0.191,0.,0.191,0.194,0.,0.194,,,,,,
3790,,,,,,,,,,,,,,,,,,,0.195,0.,0.195
3865,,,,,,,,,,0.203,0.,0.203,0.201,0.,0.2,,,,,,
3921,,,,,,,,,,,,,,,,,,,0.208,0.,0.208
3979,,,,,,,,,,0.213,0.,0.213,0.221,0.,0.22,,,,,,
3985,,,,2.698,0.,2.698,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,,0.217,0.,0.216
4052,,,,,,,,,,,,,,,,,,,0.222,0.,0.222
4092,,,,,,,,,,0.213,0.,0.213,0.225,0.,0.225,,,,,,
4182,,,,,,,,,,,,,,,,,,,0.236,0.,0.236
4206,,,,,,,,,,0.233,0.,0.233,0.246,0.,0.246,,,,,,
4313,,,,,,,,,,,,,,,,,,,0.25,0.,0.25
4319,,,,,,,,,,0.239,0.,0.238,0.253,0.,0.253,,,,,,
4433,,,,,,,,,,0.25,0.,0.25,0.253,0.,0.253,,,,,,
4444,,,,,,,,,,,,,,,,,,,0.266,0.,0.266
4547,,,,,,,,,,0.27,0.,0.27,0.278,0.,0.278,,,,,,
4555,,,,3.609,0.,3.607,,,,,,,,,,,,,,,
