param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.086,0.,0.086,0.074,0.,0.074,0.004,0.,0.004,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.077,0.,0.077,0.066,0.,0.066
11,0.067,0.,0.067,0.071,0.,0.071,0.004,0.,0.004,0.004,0.,0.004,0.003,0.,0.003,0.003,0.,0.003,0.059,0.,0.059,0.063,0.,0.063
12,0.079,0.,0.079,0.089,0.,0.089,0.004,0.,0.004,0.004,0.,0.004,0.003,0.,0.003,0.004,0.,0.004,0.07,0.,0.07,0.079,0.,0.079
13,0.102,0.,0.102,0.101,0.,0.101,0.005,0.,0.005,0.005,0.,0.005,0.003,0.,0.003,0.004,0.,0.004,0.093,0.,0.093,0.091,0.,0.091
14,0.202,0.,0.202,0.206,0.,0.206,0.006,0.,0.006,0.087,0.,0.087,0.004,0.,0.004,0.004,0.,0.004,0.191,0.,0.191,0.114,0.,0.114
15,0.14,0.,0.14,0.13,0.,0.13,0.007,0.,0.007,0.006,0.,0.006,0.005,0.,0.005,0.004,0.,0.004,0.127,0.,0.127,0.119,0.,0.119
16,0.132,0.,0.132,0.133,0.,0.133,0.007,0.,0.007,0.007,0.,0.007,0.005,0.,0.005,0.005,0.,0.005,0.119,0.,0.119,0.12,0.,0.12
17,0.166,0.,0.166,0.166,0.,0.166,0.007,0.,0.007,0.008,0.,0.008,0.011,0.,0.011,0.004,0.,0.004,0.147,0.,0.147,0.152,0.,0.152
18,0.163,0.,0.163,0.182,0.,0.182,0.008,0.,0.008,0.009,0.,0.009,0.005,0.,0.005,0.006,0.,0.006,0.149,0.,0.149,0.166,0.,0.166
19,0.188,0.,0.188,0.194,0.,0.194,0.01,0.,0.01,0.008,0.,0.008,0.006,0.,0.006,0.005,0.,0.005,0.172,0.,0.172,0.179,0.,0.179
20,0.375,0.,0.375,0.311,0.,0.311,0.013,0.,0.013,0.01,0.,0.01,0.008,0.,0.008,0.006,0.,0.006,0.353,0.,0.353,0.294,0.,0.294
21,0.229,0.,0.229,0.242,0.,0.242,0.011,0.,0.011,0.012,0.,0.012,0.007,0.,0.007,0.008,0.,0.008,0.211,0.,0.21,0.221,0.,0.221
22,0.253,0.,0.253,0.261,0.,0.261,0.012,0.,0.012,0.011,0.,0.011,0.007,0.,0.007,0.007,0.,0.007,0.232,0.,0.232,0.242,0.,0.242
23,0.287,0.,0.287,0.288,0.,0.288,0.013,0.,0.013,0.013,0.,0.013,0.008,0.,0.008,0.008,0.,0.008,0.264,0.,0.264,0.265,0.,0.265
24,0.301,0.,0.301,0.321,0.,0.321,0.014,0.,0.014,0.013,0.,0.013,0.008,0.,0.008,0.008,0.,0.008,0.278,0.,0.278,0.298,0.,0.298
25,0.332,0.,0.332,0.326,0.,0.326,0.014,0.,0.014,0.013,0.,0.013,0.008,0.,0.008,0.009,0.,0.009,0.309,0.,0.309,0.303,0.,0.303
30,0.746,0.,0.746,0.616,0.,0.616,0.022,0.,0.022,0.021,0.,0.021,0.012,0.,0.012,0.01,0.,0.01,0.711,0.,0.711,0.584,0.,0.584
35,0.684,0.,0.684,0.726,0.,0.726,0.026,0.,0.026,0.026,0.,0.026,0.013,0.,0.013,0.013,0.,0.013,0.644,0.,0.644,0.685,0.,0.685
40,1.156,0.,1.156,1.091,0.,1.09,0.038,0.,0.038,0.038,0.,0.038,0.019,0.,0.019,0.019,0.,0.019,1.098,0.,1.098,1.032,0.,1.032
45,1.299,0.,1.299,1.324,0.,1.324,0.047,0.,0.047,0.048,0.,0.048,0.02,0.,0.02,0.022,0.,0.022,1.23,0.,1.23,1.252,0.,1.252
50,1.708,0.,1.708,1.716,0.,1.716,0.058,0.,0.058,0.056,0.,0.056,0.025,0.,0.025,0.023,0.,0.023,1.623,0.,1.623,1.636,0.,1.636
