param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.086,0.005,0.08,0.086,0.007,0.079,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.082,0.005,0.076,0.081,0.006,0.074
11,0.052,0.,0.052,0.053,0.,0.053,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.002,0.,0.002,0.046,0.,0.046,0.047,0.,0.047
12,0.06,0.,0.06,0.059,0.,0.059,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.002,0.,0.002,0.053,0.,0.053,0.053,0.,0.053
13,0.068,0.,0.068,0.068,0.,0.068,0.003,0.,0.003,0.003,0.,0.003,0.002,0.,0.002,0.002,0.,0.002,0.061,0.,0.061,0.062,0.,0.062
14,0.078,0.,0.078,0.08,0.,0.08,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.071,0.,0.071,0.073,0.,0.073
15,0.09,0.,0.09,0.089,0.,0.089,0.005,0.,0.005,0.004,0.,0.004,0.003,0.,0.003,0.003,0.,0.002,0.081,0.,0.081,0.081,0.,0.081
16,0.1,0.,0.1,0.101,0.,0.101,0.004,0.,0.004,0.004,0.,0.004,0.003,0.,0.003,0.003,0.,0.003,0.091,0.,0.091,0.092,0.,0.092
17,0.112,0.,0.112,0.113,0.,0.113,0.005,0.,0.005,0.005,0.,0.005,0.003,0.,0.003,0.004,0.,0.004,0.102,0.,0.102,0.103,0.,0.103
18,0.126,0.,0.126,0.126,0.,0.126,0.005,0.,0.005,0.005,0.,0.005,0.004,0.,0.004,0.005,0.,0.005,0.115,0.,0.115,0.114,0.,0.114
19,0.139,0.,0.139,0.143,0.,0.143,0.006,0.,0.006,0.006,0.,0.006,0.004,0.,0.004,0.004,0.,0.004,0.127,0.,0.127,0.131,0.,0.131
20,0.152,0.,0.152,0.155,0.,0.155,0.006,0.,0.006,0.007,0.,0.007,0.004,0.,0.004,0.004,0.,0.004,0.14,0.,0.14,0.143,0.,0.143
21,0.168,0.,0.167,0.17,0.,0.17,0.007,0.,0.007,0.007,0.,0.007,0.005,0.,0.004,0.005,0.,0.005,0.155,0.,0.155,0.156,0.,0.156
22,0.185,0.,0.184,0.187,0.,0.187,0.008,0.,0.008,0.008,0.,0.008,0.006,0.,0.005,0.005,0.,0.005,0.17,0.,0.17,0.173,0.,0.173
23,0.202,0.,0.202,0.208,0.,0.208,0.008,0.,0.008,0.008,0.,0.008,0.005,0.,0.005,0.005,0.,0.005,0.188,0.,0.187,0.193,0.,0.193
24,0.223,0.,0.223,0.225,0.,0.225,0.009,0.,0.009,0.01,0.,0.01,0.006,0.,0.006,0.006,0.,0.006,0.207,0.,0.207,0.208,0.,0.208
25,0.241,0.,0.24,0.244,0.,0.244,0.01,0.,0.01,0.009,0.,0.009,0.006,0.,0.006,0.006,0.,0.006,0.224,0.,0.223,0.227,0.,0.227
30,0.362,0.,0.362,0.365,0.,0.365,0.013,0.,0.013,0.013,0.,0.013,0.008,0.,0.008,0.008,0.,0.008,0.34,0.,0.34,0.344,0.,0.344
35,0.51,0.001,0.509,0.515,0.,0.515,0.017,0.,0.017,0.018,0.,0.018,0.01,0.,0.01,0.01,0.,0.01,0.482,0.,0.481,0.486,0.,0.486
40,0.71,0.,0.71,0.715,0.,0.715,0.024,0.,0.024,0.024,0.,0.024,0.012,0.,0.012,0.012,0.,0.012,0.673,0.,0.672,0.678,0.,0.678
45,0.941,0.,0.94,0.943,0.,0.942,0.029,0.,0.029,0.03,0.,0.029,0.014,0.,0.014,0.014,0.,0.014,0.896,0.,0.896,0.897,0.,0.897
50,1.227,0.,1.226,1.224,0.,1.223,0.036,0.,0.036,0.033,0.,0.033,0.019,0.,0.019,0.02,0.,0.02,1.171,0.,1.17,1.169,0.,1.168
