param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
4433,,,,,,,,,,0.161,0.003,0.077,0.172,0.008,0.081,,,,,,
4444,,,,,,,,,,,,,,,,,,,0.396,0.,0.396
4547,,,,,,,,,,0.173,0.003,0.084,0.17,0.012,0.078,,,,,,
4555,,,,6.766,0.007,6.757,,,,,,,,,,,,,,,
4574,,,,,,,,,,,,,,,,,,,0.427,0.,0.427
4660,,,,,,,,,,0.173,0.004,0.091,0.177,0.,0.091,,,,,,
4705,,,,,,,,,,,,,,,,,,,0.459,0.,0.459
4774,,,,,,,,,,0.18,0.004,0.096,0.182,0.008,0.089,,,,,,
4836,,,,,,,,,,,,,,,,,,,0.474,0.,0.474
4887,,,,,,,,,,0.182,0.004,0.097,0.185,0.007,0.098,,,,,,
4966,,,,,,,,,,,,,,,,,,,0.489,0.,0.489
5001,,,,,,,,,,0.203,0.007,0.108,0.186,0.007,0.096,,,,,,
5097,,,,,,,,,,,,,,,,,,,0.526,0.,0.526
5115,,,,,,,,,,0.195,0.,0.11,0.194,0.,0.113,,,,,,
5124,,,,8.921,0.,8.921,,,,,,,,,,,,,,,
5228,,,,,,,,,,0.207,0.004,0.122,0.211,0.004,0.117,,,,0.563,0.,0.563
5342,,,,,,,,,,0.2,0.,0.118,0.205,0.003,0.115,,,,,,
5358,,,,,,,,,,,,,,,,,,,0.566,0.,0.565
5456,,,,,,,,,,0.208,0.,0.128,0.215,0.003,0.128,,,,,,
5489,,,,,,,,,,,,,,,,,,,0.607,0.,0.607
5569,,,,,,,,,,0.221,0.007,0.124,0.219,0.004,0.131,,,,,,
5620,,,,,,,,,,,,,,,,,,,0.622,0.,0.622
5683,,,,,,,,,,0.215,0.004,0.128,0.234,0.,0.144,,,,,,
5693,,,,11.892,0.,11.891,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,0.653,0.,0.653
5796,,,,,,,,,,0.222,0.,0.138,0.226,0.003,0.138,,,,,,
5881,,,,,,,,,,,,,,,,,,,0.678,0.,0.678
5910,,,,,,,,,,0.22,0.008,0.128,0.222,0.003,0.137,,,,,,
6012,,,,,,,,,,,,,,,,,,,0.71,0.002,0.707
6034,,,,,,,,,,,,,,,,,,,1.019,0.,1.019
6142,,,,,,,,,,,,,,,,,,,0.778,0.,0.777
6221,,,,,,,,,,0.235,0.003,0.15,0.237,0.007,0.148,,,,,,
6273,,,,,,,,,,,,,,,,,,,0.778,0.003,0.774
6532,,,,,,,,,,0.251,0.004,0.164,0.252,0.004,0.166,,,,,,
6843,,,,,,,,,,0.273,0.011,0.172,0.273,0.003,0.188,,,,,,
6900,,,,,,,,,,,,,,,,,,,0.929,0.,0.929
7154,,,,,,,,,,0.278,0.003,0.192,0.283,0.003,0.199,,,,,,
7346,,,,,,,,,,0.347,0.003,0.255,0.498,0.004,0.393,,,,,,
7465,,,,,,,,,,0.302,0.,0.221,0.322,0.004,0.224,,,,,,
7527,,,,,,,,,,,,,,,,,,,1.106,0.,1.105
7776,,,,,,,,,,0.315,0.008,0.22,0.324,0.004,0.232,,,,,,
8045,,,,,,,,,,,,,,,,,,,1.618,0.003,1.614
8087,,,,,,,,,,0.368,0.004,0.282,0.339,0.012,0.244,,,,,,
8154,,,,,,,,,,,,,,,,,,,1.281,0.,1.281
8398,,,,,,,,,,0.353,0.003,0.266,0.358,0.003,0.272,,,,,,
8709,,,,,,,,,,0.37,0.004,0.282,0.383,0.007,0.292,,,,,,
8781,,,,,,,,,,,,,,,,,,,1.472,0.,1.472
9019,,,,,,,,,,0.398,0.012,0.303,0.407,0.003,0.324,,,,,,
9330,,,,,,,,,,0.417,0.003,0.332,0.426,0.012,0.332,,,,,,
9409,,,,,,,,,,,,,,,,,,,1.708,0.,1.708
9641,,,,,,,,,,0.45,0.012,0.357,0.488,0.008,0.388,,,,,,
9952,,,,,,,,,,0.466,0.008,0.373,0.469,0.007,0.376,,,,,,
10036,,,,,,,,,,,,,,,,,,,1.953,0.,1.953
10056,,,,,,,,,,,,,,,,,,,2.192,0.004,2.188
10263,,,,,,,,,,0.54,0.015,0.435,0.489,0.003,0.4,,,,,,
10574,,,,,,,,,,0.511,0.008,0.419,0.525,0.004,0.434,,,,,,
10663,,,,,,,,,,,,,,,,,,,2.153,0.,2.153
10885,,,,,,,,,,0.552,0.012,0.449,0.539,0.012,0.44,,,,,,
11017,,,,,,,,,,0.753,0.003,0.661,0.691,0.004,0.596,,,,,,
11196,,,,,,,,,,0.553,0.,0.467,0.576,0.004,0.485,,,,,,
11290,,,,,,,,,,,,,,,,,,,2.437,0.,2.437
11507,,,,,,,,,,0.592,0.012,0.484,0.592,0.008,0.496,,,,,,
11818,,,,,,,,,,0.595,0.012,0.497,0.632,0.008,0.54,,,,,,
11917,,,,,,,,,,,,,,,,,,,2.676,0.003,2.672
12544,,,,,,,,,,,,,,,,,,,2.978,0.,2.978
13000,,,,,,,,,,0.746,0.003,0.648,0.722,0.003,0.629,,,,,,
14181,,,,,,,,,,0.846,0.004,0.756,0.853,0.004,0.758,,,,,,
14689,,,,,,,,,,1.302,0.007,1.205,0.992,0.012,0.892,,,,,,
15052,,,,,,,,,,,,,,,,,,,4.3,0.,4.3
15363,,,,,,,,,,0.96,0.003,0.864,0.962,0.011,0.866,,,,,,
16544,,,,,,,,,,1.107,0.004,1.019,1.149,0.004,1.058,,,,,,
17561,,,,,,,,,,,,,,,,,,,5.873,0.,5.872
17726,,,,,,,,,,1.285,0.007,1.184,1.291,0.003,1.201,,,,,,
18361,,,,,,,,,,1.494,0.004,1.4,1.467,0.003,1.371,,,,,,
18908,,,,,,,,,,1.408,0.015,1.308,1.43,0.008,1.336,,,,,,
20069,,,,,,,,,,,,,,,,,,,7.548,0.007,7.539
20089,,,,,,,,,,1.574,0.003,1.483,1.571,0.004,1.48,,,,,,
21271,,,,,,,,,,1.732,0.003,1.643,1.755,0.004,1.666,,,,,,
22452,,,,,,,,,,1.91,0.004,1.822,1.943,0.019,1.836,,,,,,
22578,,,,,,,,,,,,,,,,,,,9.441,0.,9.44
23634,,,,,,,,,,2.153,0.008,2.058,2.158,0.004,2.065,,,,,,
25086,,,,,,,,,,,,,,,,,,,11.728,0.003,11.723
28361,,,,,,,,,,3.038,0.007,2.944,3.029,0.011,2.931,,,,,,
33087,,,,,,,,,,4.044,0.004,3.954,4.105,0.007,4.01,,,,,,
37814,,,,,,,,,,5.28,0.003,5.185,5.35,0.007,5.254,,,,,,
42540,,,,,,,,,,6.826,0.008,6.73,6.71,0.016,6.607,,,,,,
47267,,,,,,,,,,8.177,0.011,8.073,8.251,0.015,8.149,,,,,,
