param-0-nm,param-1-n,param-2-m,param-3-input-size,param-4-output-size,param-5-num-rewrites,autorewrite-regression-cubic-real,autorewrite-regression-cubic-sys,autorewrite-regression-cubic-user,rewrite!-regression-cubic-real,rewrite!-regression-cubic-sys,rewrite!-regression-cubic-user,rewrite-strat(bottomup)-regression-cubic-real,rewrite-strat(bottomup)-regression-cubic-sys,rewrite-strat(bottomup)-regression-cubic-user,rewrite-strat(topdown)-regression-cubic-real,rewrite-strat(topdown)-regression-cubic-sys,rewrite-strat(topdown)-regression-cubic-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,ssr-rewrite!-regression-cubic-real,ssr-rewrite!-regression-cubic-sys,ssr-rewrite!-regression-cubic-user
86,0,86,175,3,86,,,,,,,,,,0.067,0.,0.067,,,,,,
87,0,87,177,3,87,,,,,,,,,,0.051,0.,0.051,,,,,,
87,1,29,181,7,87,0.03,0.,0.03,0.031,0.,0.031,0.154,0.,0.154,0.042,0.,0.042,0.105,0.,0.105,0.059,0.,0.059
88,0,88,179,3,88,0.045,0.,0.045,,,,0.156,0.,0.156,0.049,0.,0.049,0.108,0.,0.108,0.091,0.,0.091
89,0,89,181,3,89,,,,,,,,,,0.054,0.,0.054,,,,,,
90,0,90,183,3,90,,,,,,,,,,0.055,0.,0.055,,,,,,
90,1,30,187,7,90,,,,,,,,,,0.048,0.,0.048,0.095,0.003,0.092,,,
90,3,6,211,31,90,0.016,0.,0.016,0.015,0.,0.015,0.145,0.,0.145,0.032,0.,0.032,0.085,0.,0.085,0.025,0.,0.025
91,0,91,185,3,91,0.045,0.,0.045,0.05,0.,0.05,,,,0.069,0.,0.069,0.114,0.,0.114,0.105,0.,0.105
91,2,13,197,15,91,0.022,0.,0.022,0.021,0.,0.021,,,,0.038,0.,0.038,0.078,0.,0.078,0.041,0.,0.041
92,0,92,187,3,92,,,,,,,,,,0.054,0.,0.054,,,,,,
93,0,93,189,3,93,,,,,,,,,,0.068,0.,0.068,,,,,,
93,1,31,193,7,93,0.033,0.,0.033,0.035,0.,0.035,,,,0.048,0.,0.048,0.1,0.,0.1,0.068,0.,0.068
93,4,3,249,63,93,0.01,0.,0.01,0.011,0.,0.011,0.137,0.,0.137,0.032,0.,0.032,0.06,0.,0.06,0.019,0.,0.019
94,0,94,191,3,94,0.052,0.,0.052,,,,,,,0.053,0.,0.053,0.137,0.,0.137,0.184,0.,0.184
95,0,95,193,3,95,,,,,,,0.176,0.,0.176,0.056,0.,0.056,,,,,,
96,0,96,195,3,96,,,,,,,,,,0.058,0.,0.058,,,,,,
96,1,32,199,7,96,,,,,,,0.17,0.,0.17,0.05,0.,0.05,0.11,0.,0.11,,,
97,0,97,197,3,97,0.064,0.,0.064,0.054,0.,0.054,,,,0.058,0.,0.058,0.233,0.,0.233,0.125,0.,0.125
98,0,98,199,3,98,,,,,,,,,,0.06,0.,0.06,,,,,,
98,2,14,211,15,98,0.027,0.,0.027,0.028,0.,0.028,0.173,0.003,0.169,0.043,0.,0.043,0.089,0.,0.089,0.048,0.,0.048
99,0,99,201,3,99,,,,,,,,,,0.067,0.,0.067,,,,,,
99,1,33,205,7,99,0.039,0.,0.039,0.045,0.,0.045,,,,0.061,0.,0.061,0.125,0.,0.125,0.076,0.,0.076
100,0,100,203,3,100,0.055,0.,0.055,,,,,,,0.068,0.,0.068,0.157,0.,0.157,0.107,0.,0.107
101,0,101,205,3,101,,,,,,,,,,0.07,0.,0.07,,,,,,
102,0,102,207,3,102,,,,,,,,,,0.068,0.,0.068,,,,,,
102,1,34,211,7,102,,,,,,,0.167,0.,0.167,0.058,0.,0.058,0.138,0.,0.138,,,
103,0,103,209,3,103,0.075,0.,0.075,0.152,0.,0.152,,,,0.072,0.,0.072,0.137,0.,0.137,0.105,0.,0.105
104,0,104,211,3,104,,,,,,,,,,0.073,0.,0.073,,,,,,
105,0,105,213,3,105,,,,,,,,,,0.084,0.,0.084,,,,,,
105,1,35,217,7,105,0.04,0.,0.04,0.043,0.,0.043,,,,0.06,0.,0.06,0.136,0.,0.136,0.088,0.,0.088
105,2,15,225,15,105,0.027,0.,0.027,0.027,0.,0.027,,,,0.053,0.,0.053,0.1,0.,0.1,0.058,0.,0.058
105,3,7,241,31,105,0.017,0.,0.017,0.018,0.,0.018,0.218,0.,0.218,0.041,0.,0.041,0.112,0.,0.112,0.046,0.,0.046
106,0,106,215,3,106,0.149,0.,0.149,,,,,,,0.081,0.,0.081,0.165,0.,0.165,0.121,0.,0.121
107,0,107,217,3,107,,,,,,,,,,0.071,0.,0.071,,,,,,
108,0,108,219,3,108,,,,,,,,,,0.076,0.,0.076,,,,,,
108,1,36,223,7,108,,,,,,,,,,0.063,0.,0.063,0.144,0.,0.144,,,
109,0,109,221,3,109,0.081,0.,0.081,0.086,0.,0.086,,,,0.075,0.,0.075,0.181,0.,0.181,0.213,0.,0.213
110,0,110,223,3,110,,,,,,,,,,0.075,0.,0.075,,,,,,
111,0,111,225,3,111,,,,,,,,,,0.081,0.,0.081,,,,,,
111,1,37,229,7,111,0.05,0.,0.05,0.049,0.,0.049,,,,0.067,0.,0.067,0.142,0.,0.142,0.094,0.,0.094
112,0,112,227,3,112,0.069,0.,0.069,,,,,,,0.078,0.,0.078,0.18,0.,0.179,0.142,0.,0.142
112,2,16,239,15,112,0.032,0.,0.032,0.032,0.,0.032,,,,0.055,0.,0.055,0.113,0.,0.113,0.062,0.,0.062
113,0,113,229,3,113,,,,,,,,,,0.079,0.,0.079,,,,,,
114,0,114,231,3,114,,,,,,,,,,0.089,0.003,0.085,,,,,,
114,1,38,235,7,114,,,,,,,,,,0.068,0.,0.068,0.152,0.,0.152,,,
115,0,115,233,3,115,0.069,0.,0.069,0.073,0.,0.073,,,,0.089,0.,0.089,0.163,0.,0.163,0.129,0.,0.129
116,0,116,235,3,116,,,,,,,,,,0.082,0.003,0.078,,,,,,
117,0,117,237,3,117,,,,,,,,,,0.093,0.,0.093,,,,,,
117,1,39,241,7,117,0.049,0.,0.049,0.052,0.,0.052,,,,0.071,0.,0.071,0.155,0.,0.155,0.104,0.,0.104
118,0,118,239,3,118,0.095,0.,0.094,,,,,,,0.101,0.,0.101,0.173,0.,0.173,0.15,0.,0.15
119,0,119,241,3,119,,,,,,,,,,0.085,0.,0.085,,,,,,
119,2,17,253,15,119,0.038,0.,0.038,0.037,0.,0.037,,,,0.062,0.,0.062,0.126,0.003,0.122,0.073,0.,0.073
120,0,120,243,3,120,,,,,,,,,,0.09,0.,0.09,,,,,,
120,1,40,247,7,120,,,,,,,,,,0.089,0.,0.089,0.151,0.,0.151,,,
120,3,8,271,31,120,0.021,0.,0.021,0.035,0.,0.035,0.322,0.,0.322,0.054,0.,0.054,0.111,0.,0.111,0.056,0.,0.056
121,0,121,245,3,121,0.092,0.,0.092,0.082,0.003,0.079,,,,0.097,0.,0.097,0.184,0.,0.184,0.2,0.,0.2
122,0,122,247,3,122,,,,,,,,,,0.104,0.,0.104,,,,,,
123,0,123,249,3,123,,,,,,,,,,0.096,0.,0.096,,,,,,
123,1,41,253,7,123,0.057,0.,0.057,0.055,0.,0.055,,,,0.082,0.,0.082,0.161,0.,0.161,0.113,0.,0.113
124,0,124,251,3,124,0.176,0.,0.176,,,,,,,0.09,0.,0.09,0.193,0.,0.193,0.149,0.,0.149
124,4,4,311,63,124,0.015,0.,0.015,0.016,0.,0.016,0.201,0.,0.201,0.051,0.,0.051,0.091,0.,0.091,0.031,0.,0.031
125,0,125,253,3,125,,,,,,,,,,0.099,0.,0.099,,,,,,
126,0,126,255,3,126,,,,,,,,,,0.1,0.,0.1,,,,,,
126,1,42,259,7,126,,,,,,,,,,0.081,0.,0.081,0.173,0.003,0.169,,,
126,2,18,267,15,126,0.038,0.,0.038,0.039,0.,0.039,,,,0.065,0.,0.065,0.133,0.,0.133,0.082,0.,0.082
126,5,2,379,127,126,0.012,0.,0.012,0.01,0.,0.01,,,,0.048,0.,0.048,0.083,0.,0.083,0.022,0.,0.022
127,0,127,257,3,127,0.102,0.,0.102,0.102,0.,0.102,,,,0.105,0.,0.105,0.205,0.,0.205,0.158,0.,0.158
127,6,1,509,255,127,0.012,0.,0.012,0.008,0.,0.008,0.164,0.003,0.16,0.057,0.,0.057,0.085,0.,0.085,0.017,0.,0.017
128,0,128,259,3,128,,,,,,,,,,0.105,0.,0.105,,,,,,
129,0,129,261,3,129,,,,,,,,,,0.108,0.,0.108,0.2,0.,0.2,,,
129,1,43,265,7,129,0.063,0.,0.063,0.061,0.,0.061,,,,0.091,0.,0.091,0.18,0.004,0.176,0.124,0.,0.124
130,0,130,263,3,130,0.089,0.003,0.085,,,,,,,0.103,0.,0.103,,,,0.169,0.,0.169
131,0,131,265,3,131,,,,,,,,,,0.1,0.,0.1,,,,,,
132,0,132,267,3,132,,,,,,,,,,0.103,0.,0.103,,,,,,
132,1,44,271,7,132,,,,,,,0.257,0.,0.257,0.09,0.,0.09,,,,,,
133,0,133,269,3,133,0.101,0.,0.101,0.192,0.,0.192,,,,0.111,0.,0.111,,,,0.179,0.,0.179
133,2,19,281,15,133,0.042,0.,0.042,0.041,0.,0.041,,,,0.076,0.002,0.073,0.167,0.,0.167,0.091,0.,0.091
134,0,134,271,3,134,,,,,,,,,,0.119,0.,0.119,,,,,,
135,0,135,273,3,135,,,,,,,,,,0.121,0.003,0.117,,,,,,
135,1,45,277,7,135,0.068,0.,0.068,0.07,0.,0.07,,,,0.091,0.,0.091,,,,0.133,0.,0.133
135,3,9,301,31,135,0.027,0.,0.027,0.029,0.,0.029,0.292,0.,0.292,0.062,0.,0.062,0.248,0.,0.248,0.058,0.,0.058
136,0,136,275,3,136,0.108,0.,0.108,,,,,,,0.122,0.003,0.118,,,,0.185,0.,0.185
137,0,137,277,3,137,,,,,,,,,,0.121,0.003,0.117,,,,,,
138,0,138,279,3,138,,,,,,,,,,0.122,0.,0.122,,,,,,
138,1,46,283,7,138,,,,,,,,,,0.101,0.,0.101,,,,0.136,0.,0.136
139,0,139,281,3,139,0.102,0.,0.102,0.121,0.,0.121,,,,0.117,0.008,0.109,,,,,,
140,0,140,283,3,140,,,,,,,,,,0.122,0.,0.122,,,,,,
140,2,20,295,15,140,0.044,0.,0.044,0.047,0.,0.047,,,,0.091,0.,0.091,,,,0.099,0.,0.099
141,0,141,285,3,141,,,,,,,,,,0.136,0.,0.136,,,,,,
141,1,47,289,7,141,0.074,0.003,0.07,0.071,0.,0.071,,,,0.109,0.004,0.105,,,,,,
142,0,142,287,3,142,0.105,0.,0.105,,,,,,,0.135,0.002,0.132,,,,,,
143,0,143,289,3,143,,,,,,,,,,0.136,0.,0.136,,,,,,
144,0,144,291,3,144,,,,,,,,,,0.151,0.003,0.147,,,,,,
144,1,48,295,7,144,,,,,,,,,,0.112,0.003,0.108,,,,,,
