param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
10,0.11,0.,0.109,0.124,0.,0.124,0.004,0.,0.004,0.005,0.,0.005,0.005,0.,0.004,0.007,0.,0.007,0.1,0.,0.1,0.111,0.,0.111
11,0.143,0.,0.143,0.151,0.,0.151,0.005,0.,0.005,0.005,0.,0.005,0.006,0.,0.006,0.006,0.,0.006,0.131,0.,0.131,0.138,0.,0.138
12,0.158,0.,0.158,0.163,0.,0.163,0.006,0.,0.006,0.006,0.,0.006,0.007,0.,0.007,0.007,0.,0.007,0.144,0.,0.144,0.148,0.,0.148
13,0.304,0.,0.304,0.275,0.,0.275,0.007,0.,0.007,0.006,0.,0.006,0.035,0.,0.035,0.008,0.,0.008,0.261,0.,0.261,0.26,0.,0.26
14,0.228,0.,0.228,0.259,0.,0.259,0.007,0.,0.007,0.007,0.,0.007,0.008,0.,0.008,0.009,0.,0.009,0.211,0.,0.211,0.242,0.,0.242
15,0.282,0.,0.282,0.28,0.,0.28,0.008,0.,0.008,0.008,0.,0.008,0.009,0.,0.009,0.01,0.,0.01,0.264,0.,0.264,0.261,0.,0.26
16,0.442,0.,0.442,0.409,0.,0.409,0.009,0.,0.009,0.01,0.,0.01,0.01,0.,0.01,0.01,0.,0.01,0.421,0.,0.421,0.387,0.,0.387
17,0.362,0.,0.362,0.404,0.,0.404,0.01,0.,0.01,0.023,0.,0.023,0.013,0.,0.013,0.012,0.,0.012,0.338,0.,0.338,0.367,0.,0.367
18,0.522,0.,0.522,0.521,0.,0.521,0.011,0.,0.011,0.012,0.,0.012,0.037,0.,0.037,0.015,0.,0.015,0.472,0.,0.472,0.493,0.,0.493
19,0.491,0.,0.491,0.523,0.003,0.52,0.012,0.,0.012,0.012,0.003,0.008,0.015,0.,0.015,0.015,0.,0.015,0.463,0.,0.463,0.495,0.,0.495
20,0.558,0.,0.558,0.57,0.,0.57,0.012,0.,0.012,0.013,0.,0.013,0.015,0.,0.015,0.016,0.,0.016,0.529,0.,0.529,0.54,0.,0.54
21,0.614,0.,0.614,0.642,0.,0.642,0.013,0.,0.013,0.014,0.,0.014,0.017,0.,0.017,0.017,0.,0.017,0.583,0.,0.583,0.61,0.,0.609
22,0.702,0.,0.702,0.711,0.003,0.707,0.014,0.,0.014,0.016,0.,0.016,0.019,0.,0.019,0.019,0.,0.019,0.667,0.,0.667,0.674,0.003,0.67
23,0.823,0.,0.823,0.801,0.,0.801,0.016,0.,0.016,0.016,0.,0.016,0.02,0.,0.02,0.02,0.,0.02,0.786,0.,0.786,0.763,0.,0.763
24,0.932,0.,0.932,0.92,0.,0.919,0.016,0.,0.016,0.017,0.,0.017,0.021,0.,0.021,0.024,0.,0.024,0.893,0.,0.893,0.876,0.,0.876
25,0.999,0.,0.999,1.02,0.,1.02,0.018,0.,0.018,0.019,0.,0.019,0.024,0.,0.024,0.026,0.,0.026,0.956,0.,0.956,0.973,0.,0.973
30,2.095,0.,2.095,2.095,0.,2.095,0.031,0.,0.031,0.027,0.,0.027,0.038,0.,0.038,0.037,0.,0.037,2.025,0.,2.025,2.03,0.,2.03
35,2.735,0.,2.735,2.879,0.,2.879,0.033,0.,0.032,0.033,0.,0.033,0.052,0.,0.052,0.051,0.,0.051,2.649,0.,2.649,2.793,0.,2.793
40,4.255,0.,4.255,4.234,0.,4.233,0.038,0.,0.038,0.043,0.,0.043,0.067,0.,0.067,0.067,0.,0.067,4.149,0.,4.148,4.123,0.,4.123
45,6.375,0.006,6.367,6.672,0.,6.671,0.048,0.,0.048,0.053,0.,0.053,0.088,0.,0.088,0.096,0.,0.096,6.238,0.006,6.231,6.521,0.,6.52
50,9.346,0.004,9.341,9.691,0.,9.691,0.08,0.,0.08,0.066,0.,0.066,0.133,0.,0.133,0.128,0.,0.128,9.13,0.004,9.126,9.495,0.,9.495
