param-n,cbn-regression-cubic-real,cbn-regression-cubic-sys,cbn-regression-cubic-user,cbv-regression-quadratic-real,cbv-regression-quadratic-sys,cbv-regression-quadratic-user,lazy-regression-quadratic-real,lazy-regression-quadratic-sys,lazy-regression-quadratic-user,native-compute(1)-native-compute-compilation-real,native-compute(1)-native-compute-conversion-to-native-code-real,native-compute(1)-native-compute-evaluation-real,native-compute(1)-native-compute-reification-real,native-compute(1)-regression-quadratic-real,native-compute(1)-regression-quadratic-sys,native-compute(1)-regression-quadratic-user,native-compute(2)-native-compute-compilation-real,native-compute(2)-native-compute-conversion-to-native-code-real,native-compute(2)-native-compute-evaluation-real,native-compute(2)-native-compute-reification-real,native-compute(2)-regression-quadratic-real,native-compute(2)-regression-quadratic-sys,native-compute(2)-regression-quadratic-user,simpl-regression-cubic-real,simpl-regression-cubic-sys,simpl-regression-cubic-user,vm-compute-regression-quadratic-real,vm-compute-regression-quadratic-sys,vm-compute-regression-quadratic-user
516,,,,0.067,0.,0.067,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,0.115,0.,0.115,,,,,,,,,,,,,,,,,,,,
525,,,,0.07,0.,0.07,,,,,,,,,,,,,,,,,,,,,,,
533,,,,0.074,0.,0.074,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,0.124,0.,0.124,,,,,,,,,,,,,,,,,,,,
542,,,,0.077,0.,0.077,,,,,,,,,,,,,,,,,,,,,,,
550,,,,0.076,0.,0.076,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.,0.005
559,,,,0.078,0.,0.078,0.139,0.003,0.135,,,,,,,,,,,,,,,,,,,,
567,,,,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,0.06673,0.00012,0.00134,0.00052,0.068,0.,0.002,0.06793,0.00015,0.00136,0.00051,0.07,0.,0.002,,,,,,
576,,,,0.082,0.,0.082,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,0.18,0.002,0.178,,,,,,,,,,,,,,,,,,,,
583,,,,,,,0.135,0.,0.135,,,,,,,,,,,,,,,,,,,,
585,,,,0.085,0.,0.085,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
593,,,,0.087,0.,0.087,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,0.183,0.005,0.177,,,,,,,,,,,,,,,,,,,,
602,,,,0.091,0.,0.091,,,,,,,,,,,,,,,,,,,,,,,
610,,,,0.092,0.,0.091,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,0.168,0.,0.167,,,,,,,,,,,,,,,,,,,,
619,,,,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,,,,
627,,,,0.098,0.,0.098,,,,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.,0.006
631,,,,,,,0.157,0.,0.157,,,,,,,,,,,,,,,,,,,,
636,,,,0.102,0.,0.102,,,,,,,,,,,,,,,,,,,,,,,
644,,,,0.102,0.,0.102,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,0.202,0.,0.201,,,,,,,,,,,,,,,,,,,,
653,,,,0.102,0.,0.102,,,,,,,,,,,,,,,,,,,,,,,
662,,,,0.105,0.,0.105,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,0.212,0.,0.212,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.,0.007
670,,,,0.107,0.,0.107,,,,,,,,,,,,,,,,,,,,,,,
679,,,,0.11,0.,0.11,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,0.06866,0.00012,0.00173,0.00061,0.071,0.,0.003,0.06714,0.00016,0.00169,0.00063,0.069,0.,0.003,,,,,,
685,,,,,,,0.223,0.,0.223,,,,,,,,,,,,,,,,,,,,
687,,,,0.113,0.,0.113,,,,,,,,,,,,,,,,,,,,,,,
696,,,,0.116,0.,0.116,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,0.26,0.,0.26,,,,,,,,,,,,,,,,,,,,
704,,,,0.118,0.,0.118,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.,0.008
713,,,,0.123,0.,0.123,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,0.233,0.,0.233,,,,,,,,,,,,,,,,,,,,
739,,,,,,,0.255,0.,0.255,,,,,,,,,,,,,,,,,,,,
744,,,,0.131,0.,0.131,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.,0.009
757,,,,,,,0.245,0.,0.244,,,,,,,,,,,,,,,,,,,,
775,,,,0.14,0.,0.14,0.323,0.,0.323,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
793,,,,,,,0.304,0.,0.304,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,0.06694,0.00012,0.00210,0.00070,0.07,0.,0.003,0.06698,0.00014,0.00214,0.00072,0.07,0.,0.003,,,,,,
806,,,,0.152,0.,0.151,,,,,,,,,,,,,,,,,,,,,,,
811,,,,,,,0.316,0.,0.316,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.,0.01
829,,,,,,,0.314,0.,0.314,,,,,,,,,,,,,,,,,,,,
837,,,,0.163,0.,0.163,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,0.375,0.,0.375,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
865,,,,,,,0.348,0.,0.348,,,,,,,,,,,,,,,,,,,,
868,,,,0.174,0.,0.174,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,0.441,0.004,0.437,,,,,,,,,,,,,,,,,,,,
883,,,,,,,0.354,0.,0.354,,,,,,,,,,,,,,,,,,,,
898,,,,0.187,0.,0.187,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,0.427,0.,0.427,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
911,,,,,,,,,,0.06733,0.00012,0.01807,0.00080,0.086,0.,0.019,0.06829,0.00014,0.00260,0.00081,0.072,0.,0.004,,,,,,
914,,,,0.303,0.,0.303,,,,,,,,,,,,,,,,,,,,,,,
929,,,,0.198,0.,0.198,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.,0.013
960,,,,0.209,0.,0.208,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.,0.015
991,,,,0.22,0.001,0.219,0.453,0.001,0.451,,,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.,0.016
1022,,,,0.234,0.,0.233,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,0.07145,0.00013,0.00316,0.00089,0.075,0.,0.004,0.07206,0.00016,0.00317,0.00090,0.076,0.,0.004,,,,,,
1053,,,,0.252,0.,0.252,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.,0.017
1081,,,,,,,0.572,0.,0.572,,,,,,,,,,,,,,,,,,,,
1084,,,,0.259,0.,0.259,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.,0.018
1115,,,,0.275,0.001,0.274,,,,,,,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,0.07152,0.00013,0.00379,0.00100,0.076,0.,0.004,0.07119,0.00018,0.00371,0.00099,0.076,0.,0.005,,,,0.019,0.,0.019
1146,,,,0.293,0.,0.293,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,0.834,0.003,0.83,,,,,,,,,,,,,,,,,,,,
1171,,,,,,,0.647,0.,0.647,,,,,,,,,,,,,,,,,,,,
1177,,,,0.311,0.,0.31,,,,,,,,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.,0.021
1208,,,,0.324,0.001,0.323,,,,,,,,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.,0.022
1239,,,,0.337,0.,0.336,,,,,,,,,,,,,,,,,,,,,,,
1252,,,,,,,,,,0.07166,0.00013,0.00443,0.00107,0.077,0.,0.006,0.07206,0.00015,0.00436,0.00112,0.077,0.,0.005,,,,,,
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.,0.027
1261,,,,,,,0.811,0.,0.809,,,,,,,,,,,,,,,,,,,,
1269,,,,0.37,0.001,0.369,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.,0.025
1300,,,,0.372,0.,0.371,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,0.395,0.,0.395,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.,0.026
1351,,,,,,,0.941,0.,0.94,,,,,,,,,,,,,,,,,,,,
1362,,,,0.405,0.,0.405,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,0.07327,0.00012,0.01082,0.00113,0.085,0.001,0.01,0.07236,0.00014,0.00502,0.00114,0.078,0.,0.007,,,,,,
1370,,,,0.547,0.,0.546,,,,,,,,,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.,0.027
1393,,,,0.423,0.,0.423,,,,,,,,,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.,0.029
1424,,,,0.444,0.,0.444,,,,,,,,,,,,,,,,,,,,,,,
1441,,,,,,,0.99,0.,0.989,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.,0.03
1454,,,,,,,1.03,0.004,1.025,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,,,,0.07180,0.00012,0.00574,0.00122,0.079,0.,0.007,0.07156,0.00015,0.00584,0.00124,0.078,0.,0.007,,,,,,
1491,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.,0.032
1530,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.,0.033
1531,,,,,,,1.197,0.013,1.183,,,,,,,,,,,,,,,,,,,,
1566,,,,0.523,0.,0.523,,,,,,,,,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.,0.035
