param-n,abstract+repeat-rewrite-strat-bottomup-regression-cubic-real,abstract+repeat-rewrite-strat-bottomup-regression-cubic-sys,abstract+repeat-rewrite-strat-bottomup-regression-cubic-user,abstract+repeat-rewrite-strat-topdown-regression-cubic-real,abstract+repeat-rewrite-strat-topdown-regression-cubic-sys,abstract+repeat-rewrite-strat-topdown-regression-cubic-user,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-real,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-bottomup-regression-quadratic-user,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-real,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-sys,close-abstract+repeat-rewrite-strat-topdown-regression-quadratic-user,noop-repeat-rewrite-strat-bottomup-regression-cubic-real,noop-repeat-rewrite-strat-bottomup-regression-cubic-sys,noop-repeat-rewrite-strat-bottomup-regression-cubic-user,noop-repeat-rewrite-strat-topdown-regression-cubic-real,noop-repeat-rewrite-strat-topdown-regression-cubic-sys,noop-repeat-rewrite-strat-topdown-regression-cubic-user,repeat-rewrite-strat-bottomup-regression-cubic-real,repeat-rewrite-strat-bottomup-regression-cubic-sys,repeat-rewrite-strat-bottomup-regression-cubic-user,repeat-rewrite-strat-topdown-regression-cubic-real,repeat-rewrite-strat-topdown-regression-cubic-sys,repeat-rewrite-strat-topdown-regression-cubic-user
17,0.113,0.,0.113,0.112,0.,0.112,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.106,0.,0.106,0.106,0.,0.106
18,0.114,0.,0.114,0.116,0.,0.116,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.003,0.,0.003,0.106,0.,0.106,0.109,0.,0.109
19,0.127,0.,0.127,0.13,0.,0.13,0.003,0.,0.003,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.119,0.,0.119,0.122,0.,0.122
20,0.148,0.,0.148,0.151,0.,0.151,0.004,0.,0.004,0.003,0.,0.003,0.004,0.,0.004,0.004,0.,0.004,0.14,0.,0.14,0.142,0.,0.142
21,0.232,0.,0.232,0.233,0.,0.232,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.003,0.223,0.,0.223,0.223,0.,0.223
22,0.177,0.,0.177,0.181,0.,0.181,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.004,0.,0.004,0.168,0.,0.168,0.171,0.,0.171
23,0.182,0.,0.182,0.184,0.,0.184,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.172,0.,0.172,0.173,0.,0.173
24,0.2,0.,0.199,0.201,0.,0.201,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.189,0.,0.188,0.189,0.,0.189
25,0.216,0.,0.216,0.218,0.,0.218,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.005,0.,0.005,0.205,0.,0.205,0.206,0.,0.206
30,0.415,0.,0.415,0.423,0.,0.423,0.008,0.,0.008,0.007,0.,0.007,0.007,0.,0.007,0.036,0.,0.035,0.399,0.,0.399,0.379,0.,0.379
35,0.461,0.,0.461,0.471,0.,0.468,0.009,0.,0.009,0.01,0.,0.01,0.009,0.,0.009,0.009,0.,0.009,0.442,0.,0.442,0.45,0.,0.448
40,0.756,0.,0.754,0.767,0.,0.767,0.012,0.,0.012,0.012,0.,0.012,0.01,0.,0.01,0.011,0.,0.011,0.733,0.,0.731,0.743,0.,0.743
45,0.868,0.,0.868,0.878,0.,0.878,0.015,0.,0.015,0.015,0.,0.015,0.013,0.,0.013,0.015,0.,0.015,0.839,0.,0.839,0.847,0.,0.847
50,1.138,0.,1.138,1.145,0.,1.144,0.018,0.,0.018,0.019,0.,0.019,0.016,0.,0.016,0.016,0.,0.015,1.103,0.,1.103,1.108,0.,1.108
