param-0-nm,param-1-n,param-2-m,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user
6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,0.132,0.,0.132
7,1,7,,,,,,,,,,,,,,,,,,,0.176,0.006,0.169,0.175,0.003,0.172,0.426,0.005,0.42
7,7,1,,,,,,,,,,,,,,,,,,,0.072,0.,0.072,0.08,0.,0.08,0.183,0.,0.183
8,1,8,,,,,,,,,,,,,,,,,,,0.229,0.,0.229,0.231,0.,0.231,0.596,0.,0.596
8,2,4,,,,,,,,,,,,,,,,,,,0.088,0.,0.088,0.089,0.,0.089,0.161,0.,0.161
8,4,2,,,,,,,,,,,,,,,,,,,0.06,0.,0.06,0.064,0.,0.063,0.173,0.,0.173
8,8,1,,,,,,,,,,,,,,,,,,,0.108,0.,0.107,0.125,0.,0.125,0.268,0.,0.268
9,1,9,,,,,,,,,,,,,,,,,,,0.375,0.,0.375,0.371,0.,0.371,0.876,0.001,0.874
9,3,3,,,,,,,,,,,,,,,,,,,0.093,0.,0.093,0.094,0.,0.094,0.266,0.,0.266
9,9,1,,,,,,,,,,,,,,,,,,,0.163,0.,0.163,0.191,0.,0.191,0.382,0.,0.382
10,1,10,,,,,,,,,,,,,,,,,,,,,,,,,1.25,0.,1.248
10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0.526,0.,0.525
11,1,11,,,,,,,,,,,,,,,,,,,0.935,0.001,0.933,0.927,0.,0.926,,,
11,11,1,,,,,,,,,,,,,,,,,,,0.343,0.,0.343,0.411,0.,0.41,,,
12,1,12,0.005,0.,0.004,,,,,,,,,,,,,,,,1.461,0.,1.461,1.474,0.,1.474,,,
12,3,4,0.002,0.,0.002,,,,,,,,,,,,,,,,0.258,0.,0.257,0.259,0.,0.259,0.261,0.,0.261
12,12,1,0.002,0.,0.001,,,,,,,,,,,,,,,,0.471,0.,0.471,0.59,0.,0.589,,,
13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,3.059,0.,3.058
13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,1.247,0.,1.247
15,1,15,,,,,,,,,,,,,,,,,,,5.117,0.003,5.112,5.161,0.003,5.155,,,
15,15,1,,,,,,,,,,,,,,,,,,,1.09,0.001,1.088,1.425,0.,1.424,,,
16,1,16,,,,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
16,4,4,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
16,16,1,,,,,,,,,,,,,0.001,0.,0.001,,,,,,,,,,,,
17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,7.831,0.006,7.823
17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,3.125,0.006,3.118
18,1,18,0.008,0.,0.008,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,0.003,0.,0.003,,,,,,,,,,,,,,,,,,,,,,,,
20,4,5,0.002,0.,0.002,,,,,,,,,,,,,,,,,,,,,,0.621,0.,0.62
24,1,24,0.05,0.001,0.049,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
27,1,27,,,,,,,,,,,,,0.006,0.001,0.005,,,,,,,,,,,,
27,27,1,,,,,,,,,,,,,0.04,0.,0.039,,,,,,,,,,,,
30,5,6,0.003,0.,0.003,,,,,,,,,,0.002,0.,0.002,,,,,,,,,,,,
31,1,31,0.017,0.,0.017,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,0.007,0.,0.007,,,,,,,,,,,,,,,,,,,,,,,,
37,1,37,0.023,0.,0.023,,,,,,,,,,0.008,0.,0.008,,,,,,,,,,,,
37,37,1,0.009,0.,0.009,,,,,,,,,,0.003,0.,0.003,,,,,,,,,,,,
42,1,42,,,,,,,,,,0.104,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
42,6,7,0.004,0.,0.004,,,,,,,0.102,0.002,0.001,0.003,0.,0.003,0.,0.,0.,,,,,,,,,
42,42,1,,,,,,,,,,0.102,0.002,0.001,,,,0.,0.,0.,,,,,,,,,
43,1,43,0.028,0.,0.028,,,,,,,,,,,,,,,,,,,,,,,,
43,43,1,0.013,0.,0.012,,,,,,,,,,,,,,,,,,,,,,,,
48,1,48,,,,,,,,,,,,,0.012,0.,0.012,,,,,,,,,,,,
48,48,1,,,,,,,,,,,,,0.006,0.,0.005,,,,,,,,,,,,
49,1,49,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,,,,,
49,7,7,0.005,0.,0.005,,,,,,,,,,,,,,,,,,,,,,,,
49,49,1,0.018,0.,0.018,,,,,,,,,,,,,,,,,,,,,,,,
55,1,55,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,,
55,55,1,0.02,0.,0.02,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,0.005,0.,0.005,,,,,,,,,,0.004,0.,0.004,,,,,,,,,,,,
58,1,58,,,,,,,,,,,,,0.015,0.,0.015,,,,,,,,,,,,
58,58,1,,,,,,,,,,,,,0.007,0.,0.007,,,,,,,,,,,,
61,1,61,0.049,0.,0.049,,,,,,,,,,,,,,,,,,,,,,,,
61,61,1,0.023,0.,0.023,,,,,,,,,,,,,,,,,,,,,,,,
64,1,64,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,8,8,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
64,64,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
67,1,67,0.065,0.,0.065,,,,,,,,,,,,,,,,,,,,,,,,
67,67,1,0.03,0.,0.03,,,,,,,,,,,,,,,,,,,,,,,,
68,1,68,,,,,,,,,,,,,0.02,0.,0.02,,,,,,,,,,,,
68,68,1,,,,,,,,,,,,,0.009,0.,0.009,,,,,,,,,,,,
72,8,9,0.007,0.,0.007,,,,,,,0.102,0.002,0.002,0.004,0.,0.004,0.,0.,0.,,,,,,,,,
74,1,74,0.071,0.,0.071,,,,,,,,,,,,,,,,,,,,,,,,
74,74,1,0.033,0.,0.033,,,,,,,,,,,,,,,,,,,,,,,,
78,1,78,,,,,,,,,,0.101,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
78,78,1,,,,,,,,,,0.103,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
79,1,79,,,,,,,,,,,,,0.023,0.,0.023,,,,,,,,,,,,
79,79,1,,,,,,,,,,,,,0.01,0.,0.01,,,,,,,,,,,,
80,1,80,0.083,0.,0.083,,,,,,,,,,,,,,,,,,,,,,,,
80,80,1,0.039,0.,0.039,,,,,,,,,,,,,,,,,,,,,,,,
86,1,86,0.088,0.,0.088,,,,,,,,,,,,,,,,,,,,,,,,
86,86,1,0.04,0.,0.04,,,,,,,,,,,,,,,,,,,,,,,,
89,1,89,,,,,,,,,,,,,0.028,0.,0.028,,,,,,,,,,,,
89,89,1,,,,,,,,,,,,,0.013,0.,0.013,,,,,,,,,,,,
90,9,10,0.008,0.,0.008,,,,,,,,,,0.006,0.,0.006,,,,,,,,,,,,
92,1,92,0.094,0.,0.094,,,,,,,,,,,,,,,,,,,,,,,,
92,92,1,0.043,0.,0.043,,,,,,,,,,,,,,,,,,,,,,,,
98,1,98,0.131,0.,0.131,,,,,,,,,,,,,,,,,,,,,,,,
98,98,1,0.066,0.,0.066,,,,,,,,,,,,,,,,,,,,,,,,
99,1,99,,,,,,,,,,,,,0.033,0.,0.033,,,,,,,,,,,,
99,99,1,,,,,,,,,,,,,0.017,0.,0.017,,,,,,,,,,,,
104,1,104,0.138,0.,0.138,,,,,,,,,,,,,,,,,,,,,,,,
104,104,1,0.07,0.,0.07,,,,,,,,,,,,,,,,,,,,,,,,
110,1,110,0.143,0.,0.143,,,,,,,,,,0.04,0.,0.04,,,,,,,,,,,,
110,10,11,0.009,0.,0.009,,,,,,,0.101,0.003,0.002,0.007,0.,0.007,0.,0.,0.,,,,,,,,,
110,110,1,0.071,0.,0.071,,,,,,,,,,0.019,0.,0.019,,,,,,,,,,,,
114,1,114,,,,,,,,,,0.104,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
114,114,1,,,,,,,,,,0.101,0.003,0.001,,,,0.,0.,0.,,,,,,,,,
117,1,117,0.155,0.,0.155,,,,,,,,,,,,,,,,,,,,,,,,
117,117,1,0.078,0.,0.077,,,,,,,,,,,,,,,,,,,,,,,,
120,1,120,,,,,,,,,,,,,0.048,0.,0.047,,,,,,,,,,,,
120,120,1,,,,,,,,,,,,,0.026,0.001,0.024,,,,,,,,,,,,
122,1,122,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
122,122,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
123,1,123,0.165,0.,0.165,,,,,,,,,,,,,,,,,,,,,,,,
123,123,1,0.08,0.,0.08,,,,,,,,,,,,,,,,,,,,,,,,
129,1,129,0.217,0.,0.217,,,,,,,,,,,,,,,,,,,,,,,,
129,129,1,0.114,0.,0.114,,,,,,,,,,,,,,,,,,,,,,,,
131,1,131,,,,,,,,,,,,,0.052,0.,0.052,,,,,,,,,,,,
131,131,1,,,,,,,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
132,11,12,0.012,0.,0.012,0.,0.,0.,0.,0.,0.,,,,0.008,0.,0.008,,,,,,,,,,,,
135,1,135,0.221,0.,0.221,,,,,,,,,,,,,,,,,,,,,,,,
135,135,1,0.114,0.,0.114,,,,,,,,,,,,,,,,,,,,,,,,
141,1,141,,,,,,,,,,,,,0.059,0.,0.059,,,,,,,,,,,,
141,141,1,,,,,,,,,,,,,0.031,0.,0.031,,,,,,,,,,,,
150,1,150,,,,,,,,,,0.105,0.003,0.001,,,,0.039,0.004,0.034,,,,,,,,,
150,150,1,,,,,,,,,,0.117,0.003,0.003,,,,0.,0.,0.,,,,,,,,,
151,1,151,,,,,,,,,,,,,0.066,0.,0.066,,,,,,,,,,,,
151,151,1,,,,,,,,,,,,,0.032,0.,0.032,,,,,,,,,,,,
156,12,13,0.014,0.,0.014,,,,,,,0.101,0.003,0.002,0.01,0.,0.01,0.,0.,0.,,,,,,,,,
157,1,157,0.254,0.,0.254,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1,0.129,0.,0.129,,,,,,,,,,,,,,,,,,,,,,,,
162,1,162,,,,,,,,,,,,,0.072,0.,0.072,,,,,,,,,,,,
162,162,1,,,,,,,,,,,,,0.037,0.,0.037,,,,,,,,,,,,
172,1,172,,,,,,,,,,,,,0.082,0.,0.082,,,,,,,,,,,,
172,172,1,,,,,,,,,,,,,0.039,0.,0.039,,,,,,,,,,,,
180,1,180,0.319,0.,0.319,,,,,,,,,,,,,,,,,,,,,,,,
180,180,1,0.162,0.,0.162,,,,,,,,,,,,,,,,,,,,,,,,
181,1,181,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
181,181,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
182,1,182,,,,,,,,,,,,,0.087,0.,0.086,,,,,,,,,,,,
182,13,14,0.018,0.,0.018,0.,0.,0.,0.038,0.003,0.035,0.101,0.003,0.002,0.012,0.,0.012,0.,0.,0.,,,,,,,,,
182,182,1,,,,,,,,,,,,,0.041,0.,0.041,,,,,,,,,,,,
185,1,185,,,,,,,,,,0.101,0.002,0.003,,,,0.,0.,0.,,,,,,,,,
185,185,1,,,,,,,,,,0.1,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
193,1,193,,,,,,,,,,,,,0.101,0.,0.101,,,,,,,,,,,,
193,193,1,,,,,,,,,,,,,0.056,0.,0.056,,,,,,,,,,,,
202,1,202,0.484,0.,0.484,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1,0.261,0.,0.261,,,,,,,,,,,,,,,,,,,,,,,,
203,1,203,,,,,,,,,,,,,0.108,0.,0.108,,,,,,,,,,,,
203,203,1,,,,,,,,,,,,,0.058,0.,0.058,,,,,,,,,,,,
210,1,210,0.562,0.005,0.555,,,,,,,,,,,,,,,,,,,,,,,,
210,14,15,0.019,0.,0.019,,,,,,,0.101,0.002,0.002,0.014,0.,0.014,0.,0.,0.,,,,,,,,,
210,210,1,0.278,0.,0.278,,,,,,,,,,,,,,,,,,,,,,,,
214,1,214,,,,,,,,,,,,,0.119,0.,0.119,,,,,,,,,,,,
214,214,1,,,,,,,,,,,,,0.06,0.,0.06,,,,,,,,,,,,
221,1,221,,,,,,,,,,0.1,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
221,221,1,,,,,,,,,,0.101,0.002,0.002,,,,0.,0.,0.,,,,,,,,,
224,1,224,0.546,0.,0.546,,,,,,,,,,0.126,0.,0.126,,,,,,,,,,,,
224,224,1,0.296,0.,0.296,,,,,,,,,,0.066,0.,0.066,,,,,,,,,,,,
234,1,234,,,,,,,,,,,,,0.138,0.,0.137,,,,,,,,,,,,
234,234,1,,,,,,,,,,,,,0.072,0.,0.072,,,,,,,,,,,,
239,1,239,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
239,239,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
240,15,16,0.021,0.,0.021,0.,0.,0.,0.,0.,0.,,,,0.016,0.,0.016,,,,,,,,,,,,
245,1,245,,,,,,,,,,,,,0.158,0.,0.158,,,,,,,,,,,,
245,245,1,,,,,,,,,,,,,0.071,0.,0.071,,,,,,,,,,,,
247,1,247,0.585,0.,0.585,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1,0.303,0.001,0.301,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,,,,,,,,,,,,,0.156,0.,0.156,,,,,,,,,,,,
255,255,1,,,,,,,,,,,,,0.071,0.,0.071,,,,,,,,,,,,
257,1,257,,,,,,,,,,0.103,0.003,0.002,,,,0.,0.,0.,,,,,,,,,
257,257,1,,,,,,,,,,0.102,0.003,0.001,,,,0.001,0.,0.001,,,,,,,,,
269,1,269,0.817,0.,0.817,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1,0.446,0.,0.446,,,,,,,,,,,,,,,,,,,,,,,,
272,16,17,0.024,0.,0.024,,,,,,,0.103,0.001,0.003,,,,0.,0.,0.,,,,,,,,,
291,1,291,,,,,,,,,,,,,0.206,0.,0.206,,,,,,,,,,,,
291,291,1,,,,,,,,,,,,,0.109,0.,0.109,,,,,,,,,,,,
293,1,293,,,,,,,,,,0.101,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
293,293,1,,,,,,,,,,0.101,0.002,0.002,,,,0.001,0.,0.001,,,,,,,,,
297,1,297,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
297,297,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
306,17,18,,,,0.,0.,0.,0.,0.,0.,0.101,0.002,0.003,0.021,0.,0.021,0.001,0.,0.001,,,,,,,,,
307,1,307,,,,,,,,,,0.1,0.004,0.001,,,,,,,,,,,,,,,
307,307,1,,,,,,,,,,0.101,0.003,0.001,,,,,,,,,,,,,,,
328,1,328,,,,,,,,,,,,,0.243,0.,0.243,,,,,,,,,,,,
328,328,1,,,,,,,,,,,,,0.131,0.,0.131,,,,,,,,,,,,
329,1,329,,,,,,,,,,0.102,0.002,0.002,,,,0.001,0.,0.001,,,,,,,,,
329,329,1,,,,,,,,,,0.102,0.003,0.001,,,,0.001,0.,0.001,,,,,,,,,
336,1,336,1.105,0.,1.105,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1,0.62,0.,0.62,,,,,,,,,,,,,,,,,,,,,,,,
342,18,19,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.103,0.003,0.001,0.024,0.,0.024,0.001,0.,0.001,,,,,,,,,
355,1,355,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
355,355,1,,,,0.,0.,0.,0.,0.,0.,,,,,,,,,,,,,,,,,,
364,1,364,,,,,,,,,,,,,0.293,0.,0.292,,,,,,,,,,,,
364,364,1,,,,,,,,,,,,,0.143,0.,0.143,,,,,,,,,,,,
365,1,365,,,,,,,,,,0.102,0.002,0.002,,,,0.001,0.,0.001,,,,,,,,,
365,365,1,,,,,,,,,,0.109,0.003,0.008,,,,0.001,0.,0.001,,,,,,,,,
380,19,20,,,,,,,,,,0.105,0.003,0.002,0.032,0.,0.032,0.001,0.,0.001,,,,,,,,,
400,1,400,,,,,,,,,,,,,0.354,0.,0.354,,,,,,,,,,,,
400,20,20,,,,,,,,,,,,,0.029,0.,0.029,,,,,,,,,,,,
400,400,1,,,,,,,,,,,,,0.213,0.,0.213,,,,,,,,,,,,
401,1,401,,,,,,,,,,0.103,0.003,0.001,,,,0.001,0.,0.001,,,,,,,,,
401,401,1,,,,,,,,,,0.101,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
402,1,402,,,,,,,,,,,,,0.408,0.004,0.403,,,,,,,,,,,,
402,402,1,,,,,,,,,,,,,0.211,0.,0.211,,,,,,,,,,,,
404,1,404,1.852,0.,1.852,,,,,,,,,,,,,,,,,,,,,,,,
404,404,1,1.036,0.001,1.033,,,,,,,,,,,,,,,,,,,,,,,,
413,1,413,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
413,413,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
414,1,414,1.926,0.,1.926,,,,,,,,,,,,,,,,,,,,,,,,
414,414,1,1.059,0.002,1.056,,,,,,,,,,,,,,,,,,,,,,,,
420,20,21,0.037,0.,0.037,0.,0.,0.,0.,0.,0.,0.102,0.003,0.001,0.034,0.,0.034,0.001,0.,0.001,,,,,,,,,
436,1,436,,,,,,,,,,,,,0.422,0.,0.422,,,,,,,,,,,,
436,436,1,,,,,,,,,,,,,0.218,0.,0.218,,,,,,,,,,,,
437,1,437,,,,,,,,,,0.102,0.002,0.003,,,,0.001,0.,0.001,,,,,,,,,
437,437,1,,,,,,,,,,0.102,0.002,0.003,,,,0.001,0.,0.001,,,,,,,,,
462,21,22,0.05,0.,0.05,0.,0.,0.,0.,0.,0.,0.102,0.002,0.003,0.033,0.,0.033,0.001,0.,0.001,,,,,,,,,
471,1,471,2.149,0.,2.149,,,,,,,,,,,,,,,,,,,,,,,,
471,471,1,1.198,0.001,1.196,,,,,,,,,,,,,,,,,,,,,,,,
472,1,472,,,,0.001,0.,0.001,0.001,0.,0.001,0.103,0.003,0.002,,,,0.001,0.,0.001,,,,,,,,,
472,472,1,,,,0.,0.,0.,0.001,0.,0.001,0.104,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
473,1,473,,,,,,,,,,,,,0.478,0.,0.477,,,,,,,,,,,,
473,473,1,,,,,,,,,,,,,0.251,0.,0.251,,,,,,,,,,,,
506,22,23,,,,,,,,,,0.103,0.002,0.003,0.037,0.,0.037,0.001,0.,0.001,,,,,,,,,
508,1,508,,,,,,,,,,0.102,0.004,0.002,,,,0.001,0.,0.001,,,,,,,,,
508,508,1,,,,,,,,,,0.102,0.002,0.004,,,,0.002,0.,0.002,,,,,,,,,
509,1,509,,,,,,,,,,,,,0.546,0.,0.546,,,,,,,,,,,,
509,509,1,,,,,,,,,,,,,0.27,0.,0.27,,,,,,,,,,,,
530,1,530,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
530,530,1,,,,0.,0.,0.,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
538,1,538,3.18,0.,3.18,,,,,,,,,,,,,,,,,,,,,,,,
538,538,1,1.783,0.,1.781,,,,,,,,,,,,,,,,,,,,,,,,
544,1,544,,,,,,,,,,0.105,0.002,0.003,,,,0.004,0.,0.004,,,,,,,,,
544,544,1,,,,,,,,,,0.105,0.002,0.003,,,,0.002,0.,0.002,,,,,,,,,
552,23,24,0.051,0.,0.051,0.,0.,0.,0.,0.,0.,0.107,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
580,1,580,,,,,,,,,,0.105,0.002,0.003,,,,0.001,0.,0.001,,,,,,,,,
580,580,1,,,,,,,,,,0.107,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
588,1,588,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
588,588,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
600,24,25,,,,0.,0.,0.,0.,0.,0.,0.102,0.003,0.003,,,,0.001,0.,0.001,,,,,,,,,
609,1,609,,,,,,,,,,0.102,0.002,0.003,,,,,,,,,,,,,,,
609,609,1,,,,,,,,,,0.139,0.006,0.037,,,,,,,,,,,,,,,
616,1,616,,,,,,,,,,0.106,0.003,0.002,,,,0.002,0.,0.002,,,,,,,,,
616,616,1,,,,,,,,,,0.106,0.004,0.003,,,,0.002,0.,0.002,,,,,,,,,
636,1,636,,,,,,,,,,,,,0.831,0.,0.83,,,,,,,,,,,,
636,636,1,,,,,,,,,,,,,0.421,0.,0.421,,,,,,,,,,,,
646,1,646,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
646,646,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
650,25,26,,,,0.,0.,0.,0.001,0.,0.001,0.105,0.002,0.003,0.052,0.,0.052,0.002,0.,0.002,,,,,,,,,
652,1,652,,,,,,,,,,0.104,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
652,652,1,,,,,,,,,,0.115,0.004,0.013,,,,0.002,0.,0.002,,,,,,,,,
688,1,688,,,,,,,,,,0.103,0.004,0.002,,,,0.002,0.,0.002,,,,,,,,,
688,688,1,,,,,,,,,,0.105,0.002,0.004,,,,0.002,0.,0.002,,,,,,,,,
702,26,27,,,,0.,0.,0.,0.001,0.,0.001,0.104,0.003,0.003,,,,0.002,0.,0.002,,,,,,,,,
704,1,704,,,,0.001,0.,0.001,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
704,704,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
724,1,724,,,,,,,,,,0.105,0.002,0.003,,,,0.002,0.,0.002,,,,,,,,,
724,724,1,,,,,,,,,,0.103,0.004,0.002,,,,0.003,0.,0.002,,,,,,,,,
756,27,28,,,,0.,0.,0.,0.001,0.,0.001,0.103,0.003,0.003,0.06,0.,0.06,0.002,0.,0.002,,,,,,,,,
760,1,760,,,,,,,,,,0.104,0.002,0.004,,,,0.002,0.,0.002,,,,,,,,,
760,760,1,,,,,,,,,,0.105,0.003,0.004,,,,0.003,0.,0.003,,,,,,,,,
762,1,762,,,,0.003,0.,0.003,0.002,0.,0.002,,,,,,,,,,,,,,,,,,
762,762,1,,,,0.001,0.,0.001,0.001,0.,0.001,,,,,,,,,,,,,,,,,,
763,1,763,,,,,,,,,,,,,1.141,0.,1.141,,,,,,,,,,,,
763,763,1,,,,,,,,,,,,,0.542,0.,0.542,,,,,,,,,,,,
795,1,795,,,,,,,,,,0.104,0.002,0.004,,,,0.009,0.,0.009,,,,,,,,,
795,795,1,,,,,,,,,,0.105,0.003,0.004,,,,0.003,0.,0.003,,,,,,,,,
798,1,798,,,,,,,,,,,,,1.277,0.001,1.275,,,,,,,,,,,,
798,798,1,,,,,,,,,,,,,0.803,0.001,0.801,,,,,,,,,,,,
807,1,807,7.128,0.,7.128,,,,,,,,,,,,,,,,,,,,,,,,
807,807,1,4.106,0.003,4.102,,,,,,,,,,,,,,,,,,,,,,,,
812,28,29,0.078,0.,0.078,0.,0.,0.,0.001,0.,0.001,0.104,0.002,0.004,0.064,0.,0.064,0.002,0.,0.002,,,,,,,,,
